dataset,field,old,new,kind
SA19PAL01,pub1_citation,"Sayani, H. R., Cobb, K. M., DeLong, K., Hitt, N. T. and Druffel, E. R. M. 2019. Intercolon","Sayani, H. R., Cobb, K. M., DeLong, K., Hitt, N. T. and Druffel, E. R. M. 2019. Intercolon",changed
SA19PAL01,pub1_firstauthor,"Sayani, H. ","Sayani, H.",changed
SA19PAL01,pub1_title,Intercolony d18O and Sr/Ca variability among Porites spp. corals at Palmyra Atoll: Toward ,Intercolony d18O and Sr/Ca variability among Porites spp. corals at Palmyra Atoll: Toward ,changed
SA19PAL01,number::d18O,1,2,changed
SA19PAL01,number::year,2,1,changed
SA19PAL01,analyticalError::Sr/Ca,0.01,0.07,changed
SA19PAL01,number::Sr/Ca,1,2,changed
SA19PAL01,dataSource,,https://agupubs.onlinelibrary.wiley.com/action/downloadSupplement?doi=10.1029%2F2019GC0084,added
SA19PAL01,createdBy::year,,CoralHydro2k,added
SA19PAL01,variableType::d18O,,measured,added
SA19PAL01,proxy::d18O,,d18O,added
SA19PAL01,jcpCorrected::d18O,,0,added
SA19PAL01,jcpMeasured::d18O,,8.99,added
SA19PAL01,jcpUsed::d18O,,1,added
SA19PAL01,datum::d18O,,0,added
SA19PAL01,coralExtensionRate::d18O,,16.2,added
SA19PAL01,coralExtensionRateNotes::d18O,,16.2 ± 0.7  mm/year,added
SA19PAL01,createdBy::d18O,,CoralHydro2k,added
SA19PAL01,variableType::Sr/Ca,,measured,added
SA19PAL01,proxy::Sr/Ca,,Sr/Ca,added
SA19PAL01,jcpCorrected::Sr/Ca,,0,added
SA19PAL01,jcpMeasured::Sr/Ca,,8.99,added
SA19PAL01,jcpUsed::Sr/Ca,,1,added
SA19PAL01,datum::Sr/Ca,,0,added
SA19PAL01,coralExtensionRate::Sr/Ca,,16.2,added
SA19PAL01,coralExtensionRateNotes::Sr/Ca,,16.2 ± 0.7  mm/year,added
SA19PAL01,createdBy::Sr/Ca,,CoralHydro2k,added
SA19PAL02,pub1_citation,"Sayani, H. R., Cobb, K. M., DeLong, K., Hitt, N. T. and Druffel, E. R. M. 2019. Intercolon","Sayani, H. R., Cobb, K. M., DeLong, K., Hitt, N. T. and Druffel, E. R. M. 2019. Intercolon",changed
SA19PAL02,pub1_firstauthor,"Sayani, H. ","Sayani, H.",changed
SA19PAL02,pub1_title,Intercolony d18O and Sr/Ca variability among Porites spp. corals at Palmyra Atoll: Toward ,Intercolony d18O and Sr/Ca variability among Porites spp. corals at Palmyra Atoll: Toward ,changed
SA19PAL02,number::d18O,1,2,changed
SA19PAL02,number::year,2,1,changed
SA19PAL02,analyticalError::Sr/Ca,0.01,0.07,changed
SA19PAL02,number::Sr/Ca,1,2,changed
SA19PAL02,dataSource,,https://agupubs.onlinelibrary.wiley.com/action/downloadSupplement?doi=10.1029%2F2019GC0084,added
SA19PAL02,createdBy::year,,CoralHydro2k,added
SA19PAL02,variableType::d18O,,measured,added
SA19PAL02,proxy::d18O,,d18O,added
SA19PAL02,jcpCorrected::d18O,,0,added
SA19PAL02,jcpMeasured::d18O,,8.99,added
SA19PAL02,jcpUsed::d18O,,1,added
SA19PAL02,datum::d18O,,0,added
SA19PAL02,coralExtensionRate::d18O,,15.8,added
SA19PAL02,coralExtensionRateNotes::d18O,,15.8 ± 1.0  mm/year,added
SA19PAL02,createdBy::d18O,,CoralHydro2k,added
SA19PAL02,variableType::Sr/Ca,,measured,added
SA19PAL02,proxy::Sr/Ca,,Sr/Ca,added
SA19PAL02,jcpCorrected::Sr/Ca,,0,added
SA19PAL02,jcpMeasured::Sr/Ca,,8.99,added
SA19PAL02,jcpUsed::Sr/Ca,,1,added
SA19PAL02,datum::Sr/Ca,,0,added
SA19PAL02,coralExtensionRate::Sr/Ca,,15.8,added
SA19PAL02,coralExtensionRateNotes::Sr/Ca,,15.8 ± 1.0  mm/year,added
SA19PAL02,createdBy::Sr/Ca,,CoralHydro2k,added
SA20FAN01,number::d18O,1,2,changed
SA20FAN01,number::year,2,1,changed
SA20FAN01,createdBy::year,,CoralHydro2k,added
SA20FAN01,variableType::d18O,,measured,added
SA20FAN01,proxy::d18O,,d18O,added
SA20FAN01,jcpCorrected::d18O,,0,added
SA20FAN01,jcpUsed::d18O,,0,added
SA20FAN01,datum::d18O,,0,added
SA20FAN01,coralExtensionRate::d18O,,15,added
SA20FAN01,coralExtensionRateNotes::d18O,,~15 mm/year,added
SA20FAN01,createdBy::d18O,,CoralHydro2k,added
SA20FAN02,number::d18O,1,2,changed
SA20FAN02,number::year,2,1,changed
SA20FAN02,createdBy::year,,CoralHydro2k,added
SA20FAN02,variableType::d18O,,measured,added
SA20FAN02,proxy::d18O,,d18O,added
SA20FAN02,jcpCorrected::d18O,,0,added
SA20FAN02,jcpUsed::d18O,,0,added
SA20FAN02,datum::d18O,,0,added
SA20FAN02,coralExtensionRate::d18O,,15,added
SA20FAN02,coralExtensionRateNotes::d18O,,~15 mm/year,added
SA20FAN02,createdBy::d18O,,CoralHydro2k,added
SH92PUN01,pub1_citation,"Shen, G. T., Cole, J. E., Lea, D. W., Linn, L. J., McConnaughey, T. A. and Fairbanks, R. G","Shen, G. T., Cole, J. E., Lea, D. W., Linn, L. J., McConnaughey, T. A. and Fairbanks, R. G",changed
SH92PUN01,number::d18O,1,2,changed
SH92PUN01,number::year,2,1,changed
SH92PUN01,createdBy::year,,CoralHydro2k,added
SH92PUN01,variableType::d18O,,measured,added
SH92PUN01,proxy::d18O,,d18O,added
SH92PUN01,jcpCorrected::d18O,,0,added
SH92PUN01,jcpUsed::d18O,,0,added
SH92PUN01,coralExtensionRate::d18O,,11,added
SH92PUN01,coralExtensionRateNotes::d18O,,~11 mm/yr,added
SH92PUN01,createdBy::d18O,,CoralHydro2k,added
SM06LKF01,notes::d18O,"Due to chipping during initial sampling, the top 1.5 years were sampled in a parallel path","Due to chipping during initial sampling, the top ~1.5 years were sampled in a parallel pat",changed
SM06LKF01,number::d18O,1,2,changed
SM06LKF01,measurementTableName::year,measurementTable2,measurementTable1,changed
SM06LKF01,TSid::year,RlxzHhJpBAVVomHET,RaHsJYdGCwfePJfwa,changed
SM06LKF01,hasTimeTsid::year,RlxzHhJpBAVVomHET,RaHsJYdGCwfePJfwa,changed
SM06LKF01,number::year,2,1,changed
SM06LKF01,analyticalError::Sr/Ca,0.013,0.06,changed
SM06LKF01,notes::Sr/Ca,"Due to chipping during initial sampling, the top 1.5 years were sampled in a parallel path","Due to chipping during initial sampling, the top ~1.5 years were sampled in a parallel pat",changed
SM06LKF01,number::Sr/Ca,1,3,changed
SM06LKF01,createdBy::year,,CoralHydro2k,added
SM06LKF01,variableType::d18O,,measured,added
SM06LKF01,proxy::d18O,,d18O,added
SM06LKF01,jcpCorrected::d18O,,0,added
SM06LKF01,jcpNotes::d18O,,"JCP did not exist, but laboratory standards were intercalibrated by TIMS at the University",added
SM06LKF01,jcpUsed::d18O,,0,added
SM06LKF01,datum::d18O,,0,added
SM06LKF01,createdBy::d18O,,CoralHydro2k,added
SM06LKF01,variableType::Sr/Ca,,measured,added
SM06LKF01,proxy::Sr/Ca,,Sr/Ca,added
SM06LKF01,jcpCorrected::Sr/Ca,,0,added
SM06LKF01,jcpNotes::Sr/Ca,,"JCP did not exist, but laboratory standards were intercalibrated by TIMS at the University",added
SM06LKF01,jcpUsed::Sr/Ca,,0,added
SM06LKF01,datum::Sr/Ca,,0,added
SM06LKF01,createdBy::Sr/Ca,,CoralHydro2k,added
SM06LKF02,number::d18O,1,2,changed
SM06LKF02,measurementTableName::year,measurementTable2,measurementTable1,changed
SM06LKF02,TSid::year,RC2g8ileldWrIFDhS,REHnMyfxr5eLOuuj8,changed
SM06LKF02,hasTimeTsid::year,RC2g8ileldWrIFDhS,REHnMyfxr5eLOuuj8,changed
SM06LKF02,number::year,2,1,changed
SM06LKF02,analyticalError::Sr/Ca,0.013,0.06,changed
SM06LKF02,number::Sr/Ca,1,3,changed
SM06LKF02,createdBy::year,,CoralHydro2k,added
SM06LKF02,variableType::d18O,,measured,added
SM06LKF02,proxy::d18O,,d18O,added
SM06LKF02,jcpCorrected::d18O,,0,added
SM06LKF02,jcpNotes::d18O,,"JCP did not exist, but laboratory standards were intercalibrated by TIMS at the University",added
SM06LKF02,jcpUsed::d18O,,0,added
SM06LKF02,datum::d18O,,0,added
SM06LKF02,createdBy::d18O,,CoralHydro2k,added
SM06LKF02,variableType::Sr/Ca,,measured,added
SM06LKF02,proxy::Sr/Ca,,Sr/Ca,added
SM06LKF02,jcpCorrected::Sr/Ca,,0,added
SM06LKF02,jcpNotes::Sr/Ca,,"JCP did not exist, but laboratory standards were intercalibrated by TIMS at the University",added
SM06LKF02,jcpUsed::Sr/Ca,,0,added
SM06LKF02,datum::Sr/Ca,,0,added
SM06LKF02,createdBy::Sr/Ca,,CoralHydro2k,added
ST13MAL01,number::d18O,1,2,changed
ST13MAL01,number::year,2,1,changed
ST13MAL01,analyticalError::Sr/Ca,0.11,0.08,changed
ST13MAL01,number::Sr/Ca,1,2,changed
ST13MAL01,createdBy::year,,CoralHydro2k,added
ST13MAL01,variableType::d18O,,measured,added
ST13MAL01,proxy::d18O,,d18O,added
ST13MAL01,jcpCorrected::d18O,,0,added
ST13MAL01,jcpUsed::d18O,,0,added
ST13MAL01,datum::d18O,,0,added
ST13MAL01,coralExtensionRate::d18O,,10,added
ST13MAL01,coralExtensionRateNotes::d18O,,10 mm / year,added
ST13MAL01,createdBy::d18O,,CoralHydro2k,added
ST13MAL01,variableType::Sr/Ca,,measured,added
ST13MAL01,proxy::Sr/Ca,,Sr/Ca,added
ST13MAL01,jcpCorrected::Sr/Ca,,0,added
ST13MAL01,jcpUsed::Sr/Ca,,0,added
ST13MAL01,datum::Sr/Ca,,0,added
ST13MAL01,coralExtensionRate::Sr/Ca,,10,added
ST13MAL01,coralExtensionRateNotes::Sr/Ca,,10 mm / year,added
ST13MAL01,createdBy::Sr/Ca,,CoralHydro2k,added
SW98STP01,pub1_citation,"Swart, P. K., White, K. S., Enfield, D., Dodge, R. E. and Milne, P. 1998. Stable oxygen is","Swart, P. K., White, K. S., Enfield, D., Dodge, R. E. and Milne, P. 1998. Stable oxygen is",changed
SW98STP01,pub1_title,Stable oxygen isotopic composition of corals from the Gulf of Guinea as indicators of peri,Stable oxygen isotopic composition of corals from the Gulf of Guinea as indicators of peri,changed
SW98STP01,number::d18O,1,2,changed
SW98STP01,number::year,2,1,changed
SW98STP01,createdBy::year,,CoralHydro2k,added
SW98STP01,variableType::d18O,,measured,added
SW98STP01,proxy::d18O,,d18O,added
SW98STP01,jcpCorrected::d18O,,0,added
SW98STP01,jcpUsed::d18O,,0,added
SW98STP01,createdBy::d18O,,CoralHydro2k,added
SW99LIG01,number::d18O,1,2,changed
SW99LIG01,number::year,2,1,changed
SW99LIG01,createdBy::year,,CoralHydro2k,added
SW99LIG01,variableType::d18O,,measured,added
SW99LIG01,proxy::d18O,,d18O,added
SW99LIG01,jcpCorrected::d18O,,0,added
SW99LIG01,jcpUsed::d18O,,0,added
SW99LIG01,createdBy::d18O,,CoralHydro2k,added
SW99LIG02,pub2_citation,"Swart, P. K., Healy, G. F., Dodge, R. E., Kramer, P., Hudson, J. H., Halley, R. B. and Rob","Swart, P. K., Healy, G. F., Dodge, R. E., Kramer, P., Hudson, J. H., Halley, R. B. and Rob",changed
SW99LIG02,number::d18O,1,2,changed
SW99LIG02,number::year,2,1,changed
SW99LIG02,createdBy::year,,CoralHydro2k,added
SW99LIG02,variableType::d18O,,measured,added
SW99LIG02,proxy::d18O,,d18O,added
SW99LIG02,jcpCorrected::d18O,,0,added
SW99LIG02,jcpUsed::d18O,,0,added
SW99LIG02,coralExtensionRate::d18O,,8.95,added
SW99LIG02,coralExtensionRateNotes::d18O,,8.95 mm/yr,added
SW99LIG02,createdBy::d18O,,CoralHydro2k,added
TA18TAS01,pub1_citation,"Tangri, N., Dunbar, R. B., Linsley, B. K. and Mucciarone, D. M. 2018. ENSO's Shrinking Twe","Tangri, N., Dunbar, R. B., Linsley, B. K. and Mucciarone, D. M. 2018. ENSO's Shrinking Twe",changed
TA18TAS01,pub1_title,ENSO's Shrinking TwentiethCentury Footprint Revealed in a HalfMillennium Coral Core From t,ENSO's Shrinking Twentieth‐Century Footprint Revealed in a Half‐Millennium Coral Core From,changed
TA18TAS01,number::d18O,1,2,changed
TA18TAS01,number::year,2,1,changed
TA18TAS01,createdBy::year,,CoralHydro2k,added
TA18TAS01,variableType::d18O,,measured,added
TA18TAS01,proxy::d18O,,d18O,added
TA18TAS01,jcpCorrected::d18O,,0,added
TA18TAS01,jcpUsed::d18O,,0,added
TA18TAS01,datum::d18O,,0,added
TA18TAS01,createdBy::d18O,,CoralHydro2k,added
TA21MIN01,(whole dataset),,NEW RECORD,new
TA22SCS01,(whole dataset),,NEW RECORD,new
TA22SCS02,(whole dataset),,NEW RECORD,new
TA22SCS03,(whole dataset),,NEW RECORD,new
TA22SCS04,(whole dataset),,NEW RECORD,new
TA22SCS05,(whole dataset),,NEW RECORD,new
TO24NOM01,(whole dataset),,NEW RECORD,new
TO24ROT01,(whole dataset),,NEW RECORD,new
TU01DEP01,number::d18O,1,2,changed
TU01DEP01,number::year,2,1,changed
TU01DEP01,createdBy::year,,CoralHydro2k,added
TU01DEP01,variableType::d18O,,measured,added
TU01DEP01,proxy::d18O,,d18O,added
TU01DEP01,jcpCorrected::d18O,,0,added
TU01DEP01,jcpUsed::d18O,,0,added
TU01DEP01,createdBy::d18O,,CoralHydro2k,added
TU01LAI01,number::d18O,1,2,changed
TU01LAI01,number::year,2,1,changed
TU01LAI01,createdBy::year,,CoralHydro2k,added
TU01LAI01,variableType::d18O,,measured,added
TU01LAI01,proxy::d18O,,d18O,added
TU01LAI01,jcpCorrected::d18O,,0,added
TU01LAI01,jcpUsed::d18O,,0,added
TU01LAI01,createdBy::d18O,,CoralHydro2k,added
TU01SIA01,number::d18O,1,2,changed
TU01SIA01,number::year,2,1,changed
TU01SIA01,createdBy::year,,CoralHydro2k,added
TU01SIA01,variableType::d18O,,measured,added
TU01SIA01,proxy::d18O,,d18O,added
TU01SIA01,jcpCorrected::d18O,,0,added
TU01SIA01,jcpUsed::d18O,,0,added
TU01SIA01,datum::d18O,,0,added
TU01SIA01,createdBy::d18O,,CoralHydro2k,added
TU95MAD01,geo_description,lagoon is flushed by strong tidal and wind-driven currents that flow through 3 deep passes,lagoon is flushed by strong tidal and wind-driven currents that flow through 3 deep passes,changed
TU95MAD01,pub1_citation,"Tudhope, A. W., Shimmield, G. B., Chilcott, C. P., Jebb, M., Fallick, A. E. and Dalgleish,","Tudhope, A. W., Shimmield, G. B., Chilcott, C. P., Jebb, M., Fallick, A. E. and Dalgleish,",changed
TU95MAD01,samplingNotes::d18O,each annual growth increment (identified via UV florescence) was cut into 4 equally sized ,each annual growth increment (identified via UV florescence) was cut into 4 equally sized ,changed
TU95MAD01,number::d18O,1,2,changed
TU95MAD01,number::year,2,1,changed
TU95MAD01,createdBy::year,,CoralHydro2k,added
TU95MAD01,variableType::d18O,,measured,added
TU95MAD01,proxy::d18O,,d18O,added
TU95MAD01,jcpCorrected::d18O,,0,added
TU95MAD01,jcpUsed::d18O,,0,added
TU95MAD01,coralExtensionRate::d18O,,9.9,added
TU95MAD01,coralExtensionRateNotes::d18O,,9.9 mm/yr,added
TU95MAD01,createdBy::d18O,,CoralHydro2k,added
UR00MAI01,pub1_citation,"Urban, F. E., Cole, J. E. and Overpeck, J. T. 2000. Influence of mean climate change on cl","Urban, F. E., Cole, J. E. and Overpeck, J. T. 2000. Influence of mean climate change on cl",changed
UR00MAI01,number::d18O,1,2,changed
UR00MAI01,number::year,2,1,changed
UR00MAI01,createdBy::year,,CoralHydro2k,added
UR00MAI01,variableType::d18O,,measured,added
UR00MAI01,proxy::d18O,,d18O,added
UR00MAI01,jcpCorrected::d18O,,0,added
UR00MAI01,jcpUsed::d18O,,0,added
UR00MAI01,datum::d18O,,0,added
UR00MAI01,coralExtensionRate::d18O,,9.5,added
UR00MAI01,coralExtensionRateNotes::d18O,,7-12 mm/year,added
UR00MAI01,createdBy::d18O,,CoralHydro2k,added
WA14SHI01,(whole dataset),,NEW RECORD,new
WA17BAN01,number::d18O,1,2,changed
WA17BAN01,measurementTableName::year,measurementTable2,measurementTable1,changed
WA17BAN01,TSid::year,R4K3MjDsbYuy5hqBD,RHjAUnHfx9rZrusju,changed
WA17BAN01,hasTimeTsid::year,R4K3MjDsbYuy5hqBD,RHjAUnHfx9rZrusju,changed
WA17BAN01,number::year,2,1,changed
WA17BAN01,analyticalErrorUnits::Sr/Ca,% RSD,%RSD,changed
WA17BAN01,number::Sr/Ca,1,3,changed
WA17BAN01,dataSource,,https://coralogy.kikaireefs.org/C-1%20Scientific%20data.html,added
WA17BAN01,createdBy::year,,CoralHydro2k,added
WA17BAN01,variableType::d18O,,measured,added
WA17BAN01,proxy::d18O,,d18O,added
WA17BAN01,jcpCorrected::d18O,,0,added
WA17BAN01,jcpUsed::d18O,,1,added
WA17BAN01,datum::d18O,,0,added
WA17BAN01,coralExtensionRate::d18O,,25.1,added
WA17BAN01,coralExtensionRateNotes::d18O,,19-31.5 mm/year,added
WA17BAN01,createdBy::d18O,,CoralHydro2k,added
WA17BAN01,variableType::Sr/Ca,,measured,added
WA17BAN01,proxy::Sr/Ca,,Sr/Ca,added
WA17BAN01,jcpCorrected::Sr/Ca,,0,added
WA17BAN01,jcpUsed::Sr/Ca,,1,added
WA17BAN01,datum::Sr/Ca,,0,added
WA17BAN01,coralExtensionRate::Sr/Ca,,25.1,added
WA17BAN01,coralExtensionRateNotes::Sr/Ca,,19-31.5 mm/year,added
WA17BAN01,createdBy::Sr/Ca,,CoralHydro2k,added
WE09ARR01,number::d18O,1,2,changed
WE09ARR01,measurementTableName::year,measurementTable2,measurementTable1,changed
WE09ARR01,TSid::year,RCXMlfYZszek0hd9C,REedmQMoRkID1XDdO,changed
WE09ARR01,hasTimeTsid::year,RCXMlfYZszek0hd9C,REedmQMoRkID1XDdO,changed
WE09ARR01,number::year,2,1,changed
WE09ARR01,analyticalError::Sr/Ca,0.3,0.08,changed
WE09ARR01,number::Sr/Ca,1,3,changed
WE09ARR01,createdBy::year,,CoralHydro2k,added
WE09ARR01,variableType::d18O,,measured,added
WE09ARR01,proxy::d18O,,d18O,added
WE09ARR01,jcpCorrected::d18O,,0,added
WE09ARR01,jcpUsed::d18O,,0,added
WE09ARR01,datum::d18O,,0,added
WE09ARR01,createdBy::d18O,,CoralHydro2k,added
WE09ARR01,variableType::Sr/Ca,,measured,added
WE09ARR01,proxy::Sr/Ca,,Sr/Ca,added
WE09ARR01,jcpCorrected::Sr/Ca,,0,added
WE09ARR01,jcpUsed::Sr/Ca,,0,added
WE09ARR01,datum::Sr/Ca,,0,added
WE09ARR01,createdBy::Sr/Ca,,CoralHydro2k,added
WU13TON01,analyticalErrorUnits::d18O,permil,ActiveX VT_ERROR:,changed
WU13TON01,notes::d18O,Microatoll with core taken from top and side and spliced together; As with all coral times,Microatoll with core taken from top and side and spliced together; As with all coral times,changed
WU13TON01,number::d18O,1,3,changed
WU13TON01,measurementTableName::year,measurementTable4,measurementTable2,changed
WU13TON01,TSid::year,RUDar6qQusWBt4ytD,RZOULc2bXBvujbd1x,changed
WU13TON01,hasTimeTsid::year,RUDar6qQusWBt4ytD,RZOULc2bXBvujbd1x,changed
WU13TON01,number::year,2,1,changed
WU13TON01,SUM::year,404380.5,404167.5,changed
WU13TON01,analyticalError::Sr/Ca,0.041,0.03,changed
WU13TON01,notes::Sr/Ca,Microatoll with core taken from top and side and spliced together; As with all coral times,Microatoll with core taken from top and side and spliced together; As with all coral times,changed
WU13TON01,number::Sr/Ca,1,3,changed
WU13TON01,coralExtensionRateNotes::Sr/Ca,15.292.78 mm/year,15.29 ± 2.78 mm/year,changed
WU13TON01,coralExtensionRateNotes::d18O,15.292.78 mm/year,15.29 ± 2.78 mm/year,changed
WU13TON01,jcpCorrected::d18O,NA,0,changed
WU13TON01,jcpUsed::d18O,NA,0,changed
WU13TON01,createdBy::year,,CoralHydro2k,added
WU13TON01,variableType::d18O,,measured,added
WU13TON01,proxy::d18O,,d18O,added
WU13TON01,datum::d18O,,0,added
WU13TON01,createdBy::d18O,,CoralHydro2k,added
WU13TON01,variableType::Sr/Ca,,measured,added
WU13TON01,proxy::Sr/Ca,,Sr/Ca,added
WU13TON01,datum::Sr/Ca,,0,added
WU13TON01,createdBy::Sr/Ca,,CoralHydro2k,added
WU14CLI01,analyticalError::d18O,NA,0.06,changed
WU14CLI01,number::d18O,1,4,changed
WU14CLI01,measurementTableName::year,measurementTable3,measurementTable1,changed
WU14CLI01,TSid::year,Ruq6gyawguwWzHed7,RFcW8l3kX1Q5qcHKD,changed
WU14CLI01,hasTimeTsid::year,Ruq6gyawguwWzHed7,RFcW8l3kX1Q5qcHKD,changed
WU14CLI01,number::year,2,1,changed
WU14CLI01,analyticalError::Sr/Ca,0.023,0.06,changed
WU14CLI01,number::Sr/Ca,1,3,changed
WU14CLI01,dataSource,,https://www.ncdc.noaa.gov/paleo/study/17380,added
WU14CLI01,createdBy::year,,CoralHydro2k,added
WU14CLI01,variableType::d18O,,measured,added
WU14CLI01,proxy::d18O,,d18O,added
WU14CLI01,jcpCorrected::d18O,,0,added
WU14CLI01,jcpUsed::d18O,,0,added
WU14CLI01,datum::d18O,,0,added
WU14CLI01,coralExtensionRate::d18O,,20,added
WU14CLI01,coralExtensionRateNotes::d18O,,~20mm/year,added
WU14CLI01,createdBy::d18O,,CoralHydro2k,added
WU14CLI01,variableType::Sr/Ca,,measured,added
WU14CLI01,proxy::Sr/Ca,,Sr/Ca,added
WU14CLI01,jcpCorrected::Sr/Ca,,0,added
WU14CLI01,jcpUsed::Sr/Ca,,0,added
WU14CLI01,datum::Sr/Ca,,0,added
WU14CLI01,coralExtensionRate::Sr/Ca,,20,added
WU14CLI01,coralExtensionRateNotes::Sr/Ca,,~20mm/year,added
WU14CLI01,createdBy::Sr/Ca,,CoralHydro2k,added
WU14CLI01,inferredMaterial::d18O,,sea water,added
XI17HAI01,analyticalError::d18O,NA,0.06,changed
XI17HAI01,number::d18O,1,7,changed
XI17HAI01,measurementTableName::year,measurementTable6,measurementTable1,changed
XI17HAI01,TSid::year,RPOvWyhZImoWxlaXc,R1ew8ddaUUF0dZXhE,changed
XI17HAI01,hasTimeTsid::year,RPOvWyhZImoWxlaXc,R1ew8ddaUUF0dZXhE,changed
XI17HAI01,number::year,2,1,changed
XI17HAI01,analyticalError::Sr/Ca,0.16,0.06,changed
XI17HAI01,number::Sr/Ca,1,6,changed
XI17HAI01,jcpCorrected::d18O,NA,1,changed
XI17HAI01,jcpMeasured::d18O,NA,8.838,changed
XI17HAI01,jcpUsed::d18O,NA,1,changed
XI17HAI01,dataSource,,https://ars.els-cdn.com/content/image/1-s2.0-S1367912016304138-mmc1.xlsx,added
XI17HAI01,createdBy::year,,CoralHydro2k,added
XI17HAI01,variableType::d18O,,measured,added
XI17HAI01,proxy::d18O,,d18O,added
XI17HAI01,datum::d18O,,0,added
XI17HAI01,createdBy::d18O,,CoralHydro2k,added
XI17HAI01,variableType::Sr/Ca,,measured,added
XI17HAI01,proxy::Sr/Ca,,Sr/Ca,added
XI17HAI01,datum::Sr/Ca,,0,added
XI17HAI01,createdBy::Sr/Ca,,CoralHydro2k,added
XU15BVI01,pub1_title,Assessing coral Sr/CaSST calibration techniques using the species Diploria strigosa,Assessing coral Sr/Ca–SST calibration techniques using the species Diploria strigosa,changed
XU15BVI01,number::Sr/Ca,1,2,changed
XU15BVI01,number::year,2,1,changed
XU15BVI01,createdBy::year,,CoralHydro2k,added
XU15BVI01,variableType::Sr/Ca,,measured,added
XU15BVI01,proxy::Sr/Ca,,Sr/Ca,added
XU15BVI01,jcpCorrected::Sr/Ca,,0,added
XU15BVI01,jcpUsed::Sr/Ca,,0,added
XU15BVI01,datum::Sr/Ca,,0,added
XU15BVI01,coralExtensionRate::Sr/Ca,,6.9,added
XU15BVI01,coralExtensionRateNotes::Sr/Ca,,6.9(±0.4) mm/yr,added
XU15BVI01,createdBy::Sr/Ca,,CoralHydro2k,added
XU15BVI02,pub1_title,Assessing coral Sr/CaSST calibration techniques using the species Diploria strigosa,Assessing coral Sr/Ca–SST calibration techniques using the species Diploria strigosa,changed
XU15BVI02,number::Sr/Ca,1,2,changed
XU15BVI02,number::year,2,1,changed
XU15BVI02,createdBy::year,,CoralHydro2k,added
XU15BVI02,variableType::Sr/Ca,,measured,added
XU15BVI02,proxy::Sr/Ca,,Sr/Ca,added
XU15BVI02,jcpCorrected::Sr/Ca,,0,added
XU15BVI02,jcpUsed::Sr/Ca,,0,added
XU15BVI02,datum::Sr/Ca,,0,added
XU15BVI02,coralExtensionRate::Sr/Ca,,5.6,added
XU15BVI02,coralExtensionRateNotes::Sr/Ca,,5.6(±0.2) mm/yr,added
XU15BVI02,createdBy::Sr/Ca,,CoralHydro2k,added
XU15BVI03,pub1_title,Assessing coral Sr/CaSST calibration techniques using the species Diploria strigosa,Assessing coral Sr/Ca–SST calibration techniques using the species Diploria strigosa,changed
XU15BVI03,number::Sr/Ca,1,2,changed
XU15BVI03,number::year,2,1,changed
XU15BVI03,createdBy::year,,CoralHydro2k,added
XU15BVI03,variableType::Sr/Ca,,measured,added
XU15BVI03,proxy::Sr/Ca,,Sr/Ca,added
XU15BVI03,jcpCorrected::Sr/Ca,,0,added
XU15BVI03,jcpUsed::Sr/Ca,,0,added
XU15BVI03,datum::Sr/Ca,,0,added
XU15BVI03,coralExtensionRate::Sr/Ca,,6.2,added
XU15BVI03,coralExtensionRateNotes::Sr/Ca,,6.2(±0.4) mm/yr,added
XU15BVI03,createdBy::Sr/Ca,,CoralHydro2k,added
ZI04IFR01,number::d18O,1,2,changed
ZI04IFR01,measurementTableName::year,measurementTable2,measurementTable1,changed
ZI04IFR01,TSid::year,RM79rVQda2Wm4HN9K,RhIoAxFs0KZgG6C9o,changed
ZI04IFR01,hasTimeTsid::year,RM79rVQda2Wm4HN9K,RhIoAxFs0KZgG6C9o,changed
ZI04IFR01,number::year,2,1,changed
ZI04IFR01,analyticalError::Sr/Ca,0.1,0.08,changed
ZI04IFR01,number::Sr/Ca,1,3,changed
ZI04IFR01,createdBy::year,,CoralHydro2k,added
ZI04IFR01,variableType::d18O,,measured,added
ZI04IFR01,proxy::d18O,,d18O,added
ZI04IFR01,jcpCorrected::d18O,,0,added
ZI04IFR01,jcpUsed::d18O,,0,added
ZI04IFR01,datum::d18O,,0,added
ZI04IFR01,coralExtensionRate::d18O,,10,added
ZI04IFR01,coralExtensionRateNotes::d18O,,10 mm/year,added
ZI04IFR01,createdBy::d18O,,CoralHydro2k,added
ZI04IFR01,variableType::Sr/Ca,,measured,added
ZI04IFR01,proxy::Sr/Ca,,Sr/Ca,added
ZI04IFR01,jcpCorrected::Sr/Ca,,0,added
ZI04IFR01,jcpUsed::Sr/Ca,,0,added
ZI04IFR01,datum::Sr/Ca,,0,added
ZI04IFR01,coralExtensionRate::Sr/Ca,,10,added
ZI04IFR01,coralExtensionRateNotes::Sr/Ca,,10 mm/year,added
ZI04IFR01,createdBy::Sr/Ca,,CoralHydro2k,added
ZI08MAY01,analyticalError::d18O,NA,0.07,changed
ZI08MAY01,number::d18O,1,4,changed
ZI08MAY01,measurementTableName::year,measurementTable3,measurementTable1,changed
ZI08MAY01,TSid::year,RGfCnPoFrtilhZai5,ROTUBwzpHl29LAY98,changed
ZI08MAY01,hasTimeTsid::year,RGfCnPoFrtilhZai5,ROTUBwzpHl29LAY98,changed
ZI08MAY01,number::year,2,1,changed
ZI08MAY01,analyticalError::Sr/Ca,0.005,0.07,changed
