dataset,field,old,new,kind
GO12SBV01,analyticalError::Sr/Ca,0.0045,0.07,changed
GO12SBV01,samplingNotes::Sr/Ca,continuous milling ,continuous milling,changed
GO12SBV01,number::Sr/Ca,1,2,changed
GO12SBV01,dataSource,,https://www.ncdc.noaa.gov/paleo/study/28590,added
GO12SBV01,createdBy::year,,CoralHydro2k,added
GO12SBV01,variableType::d18O,,measured,added
GO12SBV01,proxy::d18O,,d18O,added
GO12SBV01,jcpCorrected::d18O,,0,added
GO12SBV01,jcpUsed::d18O,,0,added
GO12SBV01,datum::d18O,,0,added
GO12SBV01,coralExtensionRate::d18O,,12,added
GO12SBV01,coralExtensionRateNotes::d18O,,1.2 cm/year,added
GO12SBV01,createdBy::d18O,,CoralHydro2k,added
GO12SBV01,variableType::Sr/Ca,,measured,added
GO12SBV01,proxy::Sr/Ca,,Sr/Ca,added
GO12SBV01,jcpCorrected::Sr/Ca,,0,added
GO12SBV01,jcpUsed::Sr/Ca,,0,added
GO12SBV01,datum::Sr/Ca,,0,added
GO12SBV01,coralExtensionRate::Sr/Ca,,12,added
GO12SBV01,coralExtensionRateNotes::Sr/Ca,,1.2 cm/year,added
GO12SBV01,createdBy::Sr/Ca,,CoralHydro2k,added
GR13MAD01,number::Sr/Ca,1,2,changed
GR13MAD01,number::year,2,1,changed
GR13MAD01,createdBy::year,,CoralHydro2k,added
GR13MAD01,variableType::Sr/Ca,,measured,added
GR13MAD01,proxy::Sr/Ca,,Sr/Ca,added
GR13MAD01,jcpCorrected::Sr/Ca,,1,added
GR13MAD01,jcpMeasured::Sr/Ca,,8.83,added
GR13MAD01,jcpNotes::Sr/Ca,,"JCp-1 was later re-calculated, was wrongly stated in paper as 8.57",added
GR13MAD01,jcpUsed::Sr/Ca,,1,added
GR13MAD01,datum::Sr/Ca,,0,added
GR13MAD01,coralExtensionRate::Sr/Ca,,14.2,added
GR13MAD01,coralExtensionRateNotes::Sr/Ca,,14.2,added
GR13MAD01,createdBy::Sr/Ca,,CoralHydro2k,added
GR13MAD02,number::Sr/Ca,1,2,changed
GR13MAD02,number::year,2,1,changed
GR13MAD02,createdBy::year,,CoralHydro2k,added
GR13MAD02,variableType::Sr/Ca,,measured,added
GR13MAD02,proxy::Sr/Ca,,Sr/Ca,added
GR13MAD02,jcpCorrected::Sr/Ca,,1,added
GR13MAD02,jcpMeasured::Sr/Ca,,8.83,added
GR13MAD02,jcpNotes::Sr/Ca,,"JCp-1 was later re-calculated, was wrongly stated in paper as 8.57",added
GR13MAD02,jcpUsed::Sr/Ca,,1,added
GR13MAD02,datum::Sr/Ca,,0,added
GR13MAD02,coralExtensionRate::Sr/Ca,,17.9,added
GR13MAD02,coralExtensionRateNotes::Sr/Ca,,17.9,added
GR13MAD02,createdBy::Sr/Ca,,CoralHydro2k,added
GU25HAI01,(whole dataset),,NEW RECORD,new
GU25HAI02,(whole dataset),,NEW RECORD,new
GU25HAI03,(whole dataset),,NEW RECORD,new
GU25HAI04,(whole dataset),,NEW RECORD,new
GU99NAU01,pub1_citation,"Guilderson, T. P. and Schrag, D. P. 1999. Reliability of coral isotope records from the We","Guilderson, T. P. and Schrag, D. P. 1999. Reliability of coral isotope records from the We",changed
GU99NAU01,notes::d18O,Oxygen isotope data has NOT been corrected for the acid fractionation difference (acid-alp,"Oxygen isotope data has NOT been corrected for the acid fractionation difference (""acid-al",changed
GU99NAU01,number::d18O,1,2,changed
GU99NAU01,number::year,2,1,changed
GU99NAU01,createdBy::year,,CoralHydro2k,added
GU99NAU01,variableType::d18O,,measured,added
GU99NAU01,proxy::d18O,,d18O,added
GU99NAU01,jcpCorrected::d18O,,0,added
GU99NAU01,jcpUsed::d18O,,0,added
GU99NAU01,createdBy::d18O,,CoralHydro2k,added
GU99NAU02,pub1_citation,"Guilderson, T. P. and Schrag, D. P. 1999. Reliability of coral isotope records from the We","Guilderson, T. P. and Schrag, D. P. 1999. Reliability of coral isotope records from the We",changed
GU99NAU02,notes::d18O,"No calibrations, two cores are part of this study (see GU99NAU01); Oxygen isotope data has","No calibrations, two cores are part of this study (see GU99NAU01); Oxygen isotope data has",changed
GU99NAU02,samplingNotes::d18O,"continuous, 2 mm discrete samples, but growth rate went from 8mm/yr to 21mm/yr and the low","continuous, 2 mm discrete samples, but growth rate went from ~8mm/yr to ~21mm/yr and the l",changed
GU99NAU02,number::d18O,1,2,changed
GU99NAU02,number::year,2,1,changed
GU99NAU02,createdBy::year,,CoralHydro2k,added
GU99NAU02,variableType::d18O,,measured,added
GU99NAU02,proxy::d18O,,d18O,added
GU99NAU02,jcpCorrected::d18O,,0,added
GU99NAU02,jcpUsed::d18O,,0,added
GU99NAU02,datum::d18O,,0,added
GU99NAU02,coralExtensionRateNotes::d18O,,8 to 21 mm/yr,added
GU99NAU02,createdBy::d18O,,CoralHydro2k,added
HA19YON01,(whole dataset),,NEW RECORD,new
HA23HAV01,(whole dataset),,NEW RECORD,new
HE02GBR01,analyticalError::d18O,NA,0.04,changed
HE02GBR01,number::d18O,1,4,changed
HE02GBR01,measurementTableName::year,measurementTable3,measurementTable1,changed
HE02GBR01,TSid::year,RuCocomilK5XOWhWO,RbEXyHLDa53ACaU8t,changed
HE02GBR01,hasTimeTsid::year,RuCocomilK5XOWhWO,RbEXyHLDa53ACaU8t,changed
HE02GBR01,number::year,2,1,changed
HE02GBR01,analyticalError::Sr/Ca,0.0046,0.04,changed
HE02GBR01,number::Sr/Ca,1,3,changed
HE02GBR01,createdBy::year,,CoralHydro2k,added
HE02GBR01,variableType::d18O,,measured,added
HE02GBR01,proxy::d18O,,d18O,added
HE02GBR01,jcpCorrected::d18O,,0,added
HE02GBR01,jcpUsed::d18O,,0,added
HE02GBR01,datum::d18O,,1,added
HE02GBR01,createdBy::d18O,,CoralHydro2k,added
HE02GBR01,variableType::Sr/Ca,,measured,added
HE02GBR01,proxy::Sr/Ca,,Sr/Ca,added
HE02GBR01,jcpCorrected::Sr/Ca,,0,added
HE02GBR01,jcpUsed::Sr/Ca,,0,added
HE02GBR01,datum::Sr/Ca,,1,added
HE02GBR01,createdBy::Sr/Ca,,CoralHydro2k,added
HE02GBR01,inferredMaterial::d18O,,sea water,added
HE08LRA01,number::d18O,1,2,changed
HE08LRA01,number::year,2,1,changed
HE08LRA01,createdBy::year,,CoralHydro2k,added
HE08LRA01,variableType::d18O,,measured,added
HE08LRA01,proxy::d18O,,d18O,added
HE08LRA01,jcpCorrected::d18O,,0,added
HE08LRA01,jcpUsed::d18O,,0,added
HE08LRA01,createdBy::d18O,,CoralHydro2k,added
HE10GUA01,pub2_title,Sr/Ca and d18O in a fastgrowing Diploria strigosa coral: Evaluation of a new climate archi,Sr/Ca and d18O in a fast‐growing Diploria strigosa coral: Evaluation of a new climate arch,changed
HE10GUA01,samplingNotes::d18O,continuous (10 to 12 samples/year),continuous (~10 to 12 samples/year),changed
HE10GUA01,samplingResolution::d18O,0.8 mm,~0.8 mm,changed
HE10GUA01,number::d18O,1,2,changed
HE10GUA01,number::year,2,1,changed
HE10GUA01,analyticalError::Sr/Ca,0.01,0.06,changed
HE10GUA01,samplingNotes::Sr/Ca,continuous (10 to 12 samples/year),continuous (~10 to 12 samples/year),changed
HE10GUA01,samplingResolution::Sr/Ca,0.8 mm,~0.8 mm,changed
HE10GUA01,number::Sr/Ca,1,3,changed
HE10GUA01,coralExtensionRateNotes::Sr/Ca,9.2 mm/year ( 1.39 mm),9.2 mm/year (± 1.39 mm),changed
HE10GUA01,coralExtensionRateNotes::d18O,9.2 mm/year ( 1.39 mm),9.2 mm/year (± 1.39 mm),changed
HE10GUA01,jcpCorrected::d18O,NA,0,changed
HE10GUA01,jcpUsed::d18O,NA,0,changed
HE10GUA01,createdBy::year,,CoralHydro2k,added
HE10GUA01,variableType::d18O,,measured,added
HE10GUA01,proxy::d18O,,d18O,added
HE10GUA01,datum::d18O,,0,added
HE10GUA01,createdBy::d18O,,CoralHydro2k,added
HE10GUA01,variableType::Sr/Ca,,measured,added
HE10GUA01,proxy::Sr/Ca,,Sr/Ca,added
HE10GUA01,datum::Sr/Ca,,0,added
HE10GUA01,createdBy::Sr/Ca,,CoralHydro2k,added
HE13MIS01,number::d18O,1,2,changed
HE13MIS01,measurementTableName::year,measurementTable2,measurementTable1,changed
HE13MIS01,TSid::year,RNKwBdfJXrEV3NNpD,R9zTq7v3Pmco6dh1O,changed
HE13MIS01,hasTimeTsid::year,RNKwBdfJXrEV3NNpD,R9zTq7v3Pmco6dh1O,changed
HE13MIS01,number::year,2,1,changed
HE13MIS01,analyticalError::Sr/Ca,0.0015,0.05,changed
HE13MIS01,number::Sr/Ca,1,3,changed
HE13MIS01,createdBy::year,,CoralHydro2k,added
HE13MIS01,variableType::d18O,,measured,added
HE13MIS01,proxy::d18O,,d18O,added
HE13MIS01,jcpCorrected::d18O,,0,added
HE13MIS01,jcpNotes::d18O,,"JCP did not exist, but laboratory standards were intercalibrated by TIMS at the University",added
HE13MIS01,jcpUsed::d18O,,0,added
HE13MIS01,datum::d18O,,0,added
HE13MIS01,createdBy::d18O,,CoralHydro2k,added
HE13MIS01,variableType::Sr/Ca,,measured,added
HE13MIS01,proxy::Sr/Ca,,Sr/Ca,added
HE13MIS01,jcpCorrected::Sr/Ca,,0,added
HE13MIS01,jcpNotes::Sr/Ca,,"JCP did not exist, but laboratory standards were intercalibrated by TIMS at the University",added
HE13MIS01,jcpUsed::Sr/Ca,,0,added
HE13MIS01,datum::Sr/Ca,,0,added
HE13MIS01,createdBy::Sr/Ca,,CoralHydro2k,added
HE13MIS02,number::d18O,1,2,changed
HE13MIS02,measurementTableName::year,measurementTable2,measurementTable1,changed
HE13MIS02,TSid::year,RL2ETFoDYSAxnSBie,RcyUJVk9wmHT2G3Ht,changed
HE13MIS02,hasTimeTsid::year,RL2ETFoDYSAxnSBie,RcyUJVk9wmHT2G3Ht,changed
HE13MIS02,number::year,2,1,changed
HE13MIS02,analyticalError::Sr/Ca,0.0015,0.05,changed
HE13MIS02,number::Sr/Ca,1,3,changed
HE13MIS02,createdBy::year,,CoralHydro2k,added
HE13MIS02,variableType::d18O,,measured,added
HE13MIS02,proxy::d18O,,d18O,added
HE13MIS02,jcpCorrected::d18O,,0,added
HE13MIS02,jcpNotes::d18O,,"JCP did not exist, but laboratory standards were intercalibrated by TIMS at the University",added
HE13MIS02,jcpUsed::d18O,,0,added
HE13MIS02,datum::d18O,,0,added
HE13MIS02,createdBy::d18O,,CoralHydro2k,added
HE13MIS02,variableType::Sr/Ca,,measured,added
HE13MIS02,proxy::Sr/Ca,,Sr/Ca,added
HE13MIS02,jcpCorrected::Sr/Ca,,0,added
HE13MIS02,jcpNotes::Sr/Ca,,"JCP did not exist, but laboratory standards were intercalibrated by TIMS at the University",added
HE13MIS02,jcpUsed::Sr/Ca,,0,added
HE13MIS02,datum::Sr/Ca,,0,added
HE13MIS02,createdBy::Sr/Ca,,CoralHydro2k,added
HE18COC01,pub1_citation,"Hennekam, R., Zinke, J., van Sebille, E., ten Have, M., Brummer, G.-J. A. and Reichart, G.","Hennekam, R., Zinke, J., van Sebille, E., ten Have, M., Brummer, G.-J. A. and Reichart, G.",changed
HE18COC01,analyticalError::d18O,NA,0.07,changed
HE18COC01,number::d18O,1,4,changed
HE18COC01,measurementTableName::year,measurementTable3,measurementTable1,changed
HE18COC01,TSid::year,R5k5NEPjKcWLVYY4x,RklrFhiWJl3khg1EJ,changed
HE18COC01,hasTimeTsid::year,R5k5NEPjKcWLVYY4x,RklrFhiWJl3khg1EJ,changed
HE18COC01,number::year,2,1,changed
HE18COC01,analyticalError::Sr/Ca,0.007,0.07,changed
HE18COC01,number::Sr/Ca,1,3,changed
HE18COC01,createdBy::year,,CoralHydro2k,added
HE18COC01,variableType::d18O,,measured,added
HE18COC01,proxy::d18O,,d18O,added
HE18COC01,jcpCorrected::d18O,,0,added
HE18COC01,jcpMeasured::d18O,,8.82,added
HE18COC01,jcpNotes::d18O,,The international reference material JCp-1 (coral powder) was analyzed with every sample b,added
HE18COC01,jcpUsed::d18O,,1,added
HE18COC01,datum::d18O,,0,added
HE18COC01,createdBy::d18O,,CoralHydro2k,added
HE18COC01,variableType::Sr/Ca,,measured,added
HE18COC01,proxy::Sr/Ca,,Sr/Ca,added
HE18COC01,jcpCorrected::Sr/Ca,,0,added
HE18COC01,jcpMeasured::Sr/Ca,,8.82,added
HE18COC01,jcpNotes::Sr/Ca,,The international reference material JCp-1 (coral powder) was analyzed with every sample b,added
HE18COC01,jcpUsed::Sr/Ca,,1,added
HE18COC01,datum::Sr/Ca,,0,added
HE18COC01,createdBy::Sr/Ca,,CoralHydro2k,added
HE18COC01,inferredMaterial::d18O,,sea water,added
HE18COC02,pub1_citation,"Hennekam, R., Zinke, J., van Sebille, E., ten Have, M., Brummer, G.-J. A. and Reichart, G.","Hennekam, R., Zinke, J., van Sebille, E., ten Have, M., Brummer, G.-J. A. and Reichart, G.",changed
HE18COC02,analyticalError::d18O,NA,0.07,changed
HE18COC02,number::d18O,1,4,changed
HE18COC02,measurementTableName::year,measurementTable3,measurementTable1,changed
HE18COC02,TSid::year,RcgkDC0vBAdmtcaLN,R0DIFeYSYMU7CQkU4,changed
HE18COC02,hasTimeTsid::year,RcgkDC0vBAdmtcaLN,R0DIFeYSYMU7CQkU4,changed
HE18COC02,number::year,2,1,changed
HE18COC02,analyticalError::Sr/Ca,0.007,0.07,changed
HE18COC02,number::Sr/Ca,1,3,changed
HE18COC02,createdBy::year,,CoralHydro2k,added
HE18COC02,variableType::d18O,,measured,added
HE18COC02,proxy::d18O,,d18O,added
HE18COC02,jcpCorrected::d18O,,0,added
HE18COC02,jcpMeasured::d18O,,8.82,added
HE18COC02,jcpUsed::d18O,,1,added
HE18COC02,datum::d18O,,0,added
HE18COC02,createdBy::d18O,,CoralHydro2k,added
HE18COC02,variableType::Sr/Ca,,measured,added
HE18COC02,proxy::Sr/Ca,,Sr/Ca,added
HE18COC02,jcpCorrected::Sr/Ca,,0,added
HE18COC02,jcpMeasured::Sr/Ca,,8.82,added
HE18COC02,jcpUsed::Sr/Ca,,1,added
HE18COC02,datum::Sr/Ca,,0,added
HE18COC02,createdBy::Sr/Ca,,CoralHydro2k,added
HE18COC02,inferredMaterial::d18O,,sea water,added
IN23BIC01,(whole dataset),,NEW RECORD,new
IT20SUM01,(whole dataset),,NEW RECORD,new
JI18GAL01,pub1_citation,"Jimenez, G., Cole, J. E., Thompson, D. M. and Tudhope, A. W. 2018. Northern Galapagos Cora","Jimenez, G., Cole, J. E., Thompson, D. M. and Tudhope, A. W. 2018. Northern Galapagos Cora",changed
JI18GAL01,pub1_title,Northern Galapagos Corals Reveal Twentieth Century Warming in the Eastern Tropical Pacic,Northern Galapagos Corals Reveal Twentieth Century Warming in the Eastern Tropical Paciﬁc,changed
JI18GAL01,samplingResolution::Sr/Ca,1 mm ,1 mm,changed
JI18GAL01,number::Sr/Ca,1,2,changed
JI18GAL01,number::year,2,1,changed
JI18GAL01,createdBy::year,,CoralHydro2k,added
JI18GAL01,variableType::Sr/Ca,,measured,added
JI18GAL01,proxy::Sr/Ca,,Sr/Ca,added
JI18GAL01,jcpCorrected::Sr/Ca,,0,added
JI18GAL01,jcpUsed::Sr/Ca,,0,added
JI18GAL01,datum::Sr/Ca,,0,added
JI18GAL01,coralExtensionRate::Sr/Ca,,12.4,added
JI18GAL01,coralExtensionRateNotes::Sr/Ca,,12.4 mm/yr,added
JI18GAL01,createdBy::Sr/Ca,,CoralHydro2k,added
JI18GAL02,pub1_citation,"Jimenez, G., Cole, J. E., Thompson, D. M. and Tudhope, A. W. 2018. Northern Galapagos Cora","Jimenez, G., Cole, J. E., Thompson, D. M. and Tudhope, A. W. 2018. Northern Galapagos Cora",changed
JI18GAL02,pub1_title,Northern Galapagos Corals Reveal Twentieth Century Warming in the Eastern Tropical Pacic,Northern Galapagos Corals Reveal Twentieth Century Warming in the Eastern Tropical Paciﬁc,changed
JI18GAL02,number::Sr/Ca,1,2,changed
JI18GAL02,number::year,2,1,changed
JI18GAL02,createdBy::year,,CoralHydro2k,added
JI18GAL02,variableType::Sr/Ca,,measured,added
JI18GAL02,proxy::Sr/Ca,,Sr/Ca,added
JI18GAL02,jcpCorrected::Sr/Ca,,0,added
JI18GAL02,jcpUsed::Sr/Ca,,0,added
JI18GAL02,datum::Sr/Ca,,0,added
JI18GAL02,coralExtensionRate::Sr/Ca,,20.3,added
JI18GAL02,coralExtensionRateNotes::Sr/Ca,,20.3 mm/yr,added
JI18GAL02,createdBy::Sr/Ca,,CoralHydro2k,added
JI23XIS01,(whole dataset),,NEW RECORD,new
JI23XIS02,(whole dataset),,NEW RECORD,new
KA17RYU01,pub1_citation,"Kawakubo, Y., Alibert, C., and Yokoyama, Y. 2017. A Reconstruction of Subtropical Western ","Kawakubo, Y., Alibert, C., and Yokoyama, Y. 2017. A Reconstruction of Subtropical Western ",changed
KA17RYU01,pub2_citation,"Kawakubo, Y., Yokoyama, Y., Suzuki, A., Okai, T., Alibert, C., Kinsley, L. and Eggins, S. ","Kawakubo, Y., Yokoyama, Y., Suzuki, A., Okai, T., Alibert, C., Kinsley, L. and Eggins, S. ",changed
KA17RYU01,pub2_title,Precise determination of Sr/Ca by laser ablation ICPMS compared to ICPAES and application ,Precise determination of Sr/Ca by laser ablation ICP‐MS compared to ICP‐AES and applicatio,changed
KA17RYU01,analyticalErrorUnits::Sr/Ca,% RSD,%RSD,changed
KA17RYU01,samplingResolution::Sr/Ca,400 um40um,400 um×40um,changed
KA17RYU01,number::Sr/Ca,1,2,changed
KA17RYU01,number::year,2,1,changed
KA17RYU01,dataSource,,https://agupubs.onlinelibrary.wiley.com/action/downloadSupplement?doi=10.1002%2F2017PA0032,added
KA17RYU01,createdBy::year,,CoralHydro2k,added
KA17RYU01,variableType::Sr/Ca,,measured,added
KA17RYU01,proxy::Sr/Ca,,Sr/Ca,added
KA17RYU01,jcpCorrected::Sr/Ca,,0,added
KA17RYU01,jcpUsed::Sr/Ca,,0,added
KA17RYU01,datum::Sr/Ca,,0,added
KA17RYU01,coralExtensionRate::Sr/Ca,,9,added
KA17RYU01,coralExtensionRateNotes::Sr/Ca,,8 to 10 mm,added
KA17RYU01,createdBy::Sr/Ca,,CoralHydro2k,added
KA21QIL01,(whole dataset),,NEW RECORD,new
KA21QIL02,(whole dataset),,NEW RECORD,new
KI04MCV01,number::d18O,1,2,changed
KI04MCV01,measurementTableName::year,measurementTable2,measurementTable1,changed
KI04MCV01,TSid::year,Rbgj3l4vJWETpVJ9o,R1Whwj2ckb8qWyMBu,changed
KI04MCV01,hasTimeTsid::year,Rbgj3l4vJWETpVJ9o,R1Whwj2ckb8qWyMBu,changed
KI04MCV01,number::year,2,1,changed
KI04MCV01,analyticalError::Sr/Ca,0.014,0.08,changed
KI04MCV01,number::Sr/Ca,1,3,changed
KI04MCV01,pub2_author,,"Kilbourne, K. H., Quinn, T. M. and Taylor, F. W.",added
KI04MCV01,pub2_citation,,"Kilbourne, K. H., Quinn, T. M. and Taylor, F. W. 2004. A fossil coral perspective on weste",added
KI04MCV01,pub2_doi,,10.1029/2003PA000944,added
KI04MCV01,pub2_firstauthor,,"Kilbourne, K. H.",added
KI04MCV01,pub2_journal,,Paleoceanography,added
KI04MCV01,pub2_title,,A fossil coral perspective on western tropical Pacific climate ~350 ka,added
KI04MCV01,pub2_year,,2004,added
KI04MCV01,createdBy::year,,CoralHydro2k,added
KI04MCV01,variableType::d18O,,measured,added
KI04MCV01,proxy::d18O,,d18O,added
KI04MCV01,jcpCorrected::d18O,,0,added
KI04MCV01,jcpNotes::d18O,,"JCP did not exist, but laboratory standards were intercalibrated by TIMS at the University",added
KI04MCV01,jcpUsed::d18O,,0,added
KI04MCV01,datum::d18O,,0,added
KI04MCV01,coralExtensionRate::d18O,,20,added
KI04MCV01,coralExtensionRateNotes::d18O,,20.0 mm/year,added
KI04MCV01,createdBy::d18O,,CoralHydro2k,added
KI04MCV01,variableType::Sr/Ca,,measured,added
KI04MCV01,proxy::Sr/Ca,,Sr/Ca,added
KI04MCV01,jcpCorrected::Sr/Ca,,0,added
KI04MCV01,jcpNotes::Sr/Ca,,"JCP did not exist, but laboratory standards were intercalibrated by TIMS at the University",added
KI04MCV01,jcpUsed::Sr/Ca,,0,added
KI04MCV01,datum::Sr/Ca,,0,added
KI04MCV01,coralExtensionRate::Sr/Ca,,20,added
KI04MCV01,coralExtensionRateNotes::Sr/Ca,,20.0 mm/year,added
KI04MCV01,createdBy::Sr/Ca,,CoralHydro2k,added
KI08PAR01,pub2_citation,"Kilbourne, K. H., Quinn, T. M., Webb, R., Guilderson, T., Nyberg, J. and Winter, A. 2010. ","Kilbourne, K. H., Quinn, T. M., Webb, R., Guilderson, T., Nyberg, J. and Winter, A. 2010. ",changed
KI08PAR01,number::d18O,1,4,changed
KI08PAR01,measurementTableName::year,measurementTable4,measurementTable1,changed
KI08PAR01,TSid::year,R1ALLtayNDU7Dgv8m,R1MtW6YHaurEfHg8P,changed
KI08PAR01,hasTimeTsid::year,R1ALLtayNDU7Dgv8m,R1MtW6YHaurEfHg8P,changed
KI08PAR01,number::year,2,1,changed
KI08PAR01,analyticalError::Sr/Ca,0.013,0.06,changed
KI08PAR01,number::Sr/Ca,1,5,changed
KI08PAR01,jcpCorrected::d18O,NA,0,changed
KI08PAR01,jcpUsed::d18O,NA,0,changed
KI08PAR01,createdBy::year,,CoralHydro2k,added
KI08PAR01,variableType::d18O,,measured,added
KI08PAR01,proxy::d18O,,d18O,added
KI08PAR01,jcpNotes::d18O,,"JCP did not exist, but laboratory standards were intercalibrated by TIMS at the University",added
KI08PAR01,datum::d18O,,0,added
KI08PAR01,createdBy::d18O,,CoralHydro2k,added
KI08PAR01,variableType::Sr/Ca,,measured,added
KI08PAR01,proxy::Sr/Ca,,Sr/Ca,added
KI08PAR01,datum::Sr/Ca,,0,added
KI08PAR01,createdBy::Sr/Ca,,CoralHydro2k,added
KI14PAR01,pub2_citation,"Watanabe, T., Winter, A. and Oba, T. 2001. Seasonal changes in sea surface temperature and","Watanabe, T., Winter, A. and Oba, T. 2001. Seasonal changes in sea surface temperature and",changed
KI14PAR01,analyticalError::d18O,NA,0.06,changed
KI14PAR01,number::d18O,1,7,changed
KI14PAR01,measurementTableName::year,measurementTable6,measurementTable1,changed
KI14PAR01,TSid::year,REgfVxjtWmoVHwVkI,RNT5e5C4h2D6PReUQ,changed
KI14PAR01,hasTimeTsid::year,REgfVxjtWmoVHwVkI,RNT5e5C4h2D6PReUQ,changed
KI14PAR01,number::year,2,1,changed
KI14PAR01,analyticalError::Sr/Ca,0.014,0.06,changed
KI14PAR01,number::Sr/Ca,1,6,changed
KI14PAR01,coralExtensionRateNotes::Sr/Ca,8mm/year,~8mm/year,changed
KI14PAR01,coralExtensionRateNotes::d18O,8mm/year,~8mm/year,changed
KI14PAR01,jcpCorrected::d18O,NA,0,changed
KI14PAR01,jcpUsed::d18O,NA,0,changed
KI14PAR01,createdBy::year,,CoralHydro2k,added
KI14PAR01,variableType::d18O,,measured,added
KI14PAR01,proxy::d18O,,d18O,added
KI14PAR01,datum::d18O,,0,added
KI14PAR01,createdBy::d18O,,CoralHydro2k,added
KI14PAR01,variableType::Sr/Ca,,measured,added
KI14PAR01,proxy::Sr/Ca,,Sr/Ca,added
KI14PAR01,datum::Sr/Ca,,0,added
KI14PAR01,createdBy::Sr/Ca,,CoralHydro2k,added
KL97DAH01,number::d18O,1,2,changed
KL97DAH01,number::year,2,1,changed
KL97DAH01,createdBy::year,,CoralHydro2k,added
KL97DAH01,variableType::d18O,,measured,added
KL97DAH01,proxy::d18O,,d18O,added
KL97DAH01,jcpCorrected::d18O,,0,added
KL97DAH01,jcpUsed::d18O,,0,added
KL97DAH01,datum::d18O,,0,added
KL97DAH01,coralExtensionRate::d18O,,17,added
KL97DAH01,coralExtensionRateNotes::d18O,,17 mm/year,added
KL97DAH01,createdBy::d18O,,CoralHydro2k,added
KR20SAR01,analyticalError::d18O,NA,0.1,changed
KR20SAR01,number::d18O,1,2,changed
KR20SAR01,number::year,2,1,changed
KR20SAR01,analyticalError::Sr/Ca,0.008,0.1,changed
KR20SAR01,number::Sr/Ca,1,3,changed
KR20SAR01,createdBy::year,,CoralHydro2k,added
KR20SAR01,variableType::d18O,,measured,added
KR20SAR01,proxy::d18O,,d18O,added
KR20SAR01,jcpCorrected::d18O,,0,added
KR20SAR01,jcpMeasured::d18O,,8.831,added
KR20SAR01,jcpUsed::d18O,,1,added
KR20SAR01,datum::d18O,,0,added
KR20SAR01,createdBy::d18O,,CoralHydro2k,added
KR20SAR01,variableType::Sr/Ca,,measured,added
KR20SAR01,proxy::Sr/Ca,,Sr/Ca,added
KR20SAR01,jcpCorrected::Sr/Ca,,0,added
KR20SAR01,jcpMeasured::Sr/Ca,,8.831,added
KR20SAR01,jcpUsed::Sr/Ca,,1,added
KR20SAR01,datum::Sr/Ca,,0,added
KR20SAR01,createdBy::Sr/Ca,,CoralHydro2k,added
KR20SAR01,inferredMaterial::d18O,,sea water,added
KR20SAR02,analyticalError::d18O,NA,0.1,changed
KR20SAR02,number::d18O,1,2,changed
KR20SAR02,number::year,2,1,changed
KR20SAR02,analyticalError::Sr/Ca,0.008,0.1,changed
KR20SAR02,number::Sr/Ca,1,3,changed
KR20SAR02,createdBy::year,,CoralHydro2k,added
KR20SAR02,variableType::d18O,,measured,added
KR20SAR02,proxy::d18O,,d18O,added
KR20SAR02,jcpCorrected::d18O,,0,added
KR20SAR02,jcpMeasured::d18O,,8.831,added
KR20SAR02,jcpUsed::d18O,,1,added
KR20SAR02,datum::d18O,,0,added
KR20SAR02,createdBy::d18O,,CoralHydro2k,added
KR20SAR02,variableType::Sr/Ca,,measured,added
KR20SAR02,proxy::Sr/Ca,,Sr/Ca,added
KR20SAR02,jcpCorrected::Sr/Ca,,0,added
KR20SAR02,jcpMeasured::Sr/Ca,,8.831,added
KR20SAR02,jcpUsed::Sr/Ca,,1,added
KR20SAR02,datum::Sr/Ca,,0,added
KR20SAR02,createdBy::Sr/Ca,,CoralHydro2k,added
KR20SAR02,inferredMaterial::d18O,,sea water,added
KU00NIN01,number::d18O,1,2,changed
KU00NIN01,number::year,2,1,changed
KU00NIN01,createdBy::year,,CoralHydro2k,added
KU00NIN01,variableType::d18O,,measured,added
KU00NIN01,proxy::d18O,,d18O,added
KU00NIN01,jcpCorrected::d18O,,0,added
KU00NIN01,jcpUsed::d18O,,0,added
KU00NIN01,coralExtensionRate::d18O,,12,added
KU00NIN01,coralExtensionRateNotes::d18O,,12 mm/yr,added
KU00NIN01,createdBy::d18O,,CoralHydro2k,added
KU99HOU01,pub1_citation,"Kuhnert, H., Paetzold, J., Hatcher, B., Wyrwoll, K.-H., Eisenhauer, A., Collins, L. B., Zh","Kuhnert, H., Paetzold, J., Hatcher, B., Wyrwoll, K.-H., Eisenhauer, A., Collins, L. B., Zh",changed
KU99HOU01,number::d18O,1,2,changed
KU99HOU01,number::year,2,1,changed
KU99HOU01,createdBy::year,,CoralHydro2k,added
KU99HOU01,variableType::d18O,,measured,added
KU99HOU01,proxy::d18O,,d18O,added
KU99HOU01,jcpCorrected::d18O,,0,added
KU99HOU01,jcpUsed::d18O,,0,added
KU99HOU01,coralExtensionRate::d18O,,15,added
KU99HOU01,coralExtensionRateNotes::d18O,,15 mm/year,added
KU99HOU01,createdBy::d18O,,CoralHydro2k,added
LE21CHA01,(whole dataset),,NEW RECORD,new
LE21CHA02,(whole dataset),,NEW RECORD,new
LE21CHA03,(whole dataset),,NEW RECORD,new
LE23MAL01,(whole dataset),,NEW RECORD,new
LI00RAR01,analyticalError::d18O,NA,0.04,changed
LI00RAR01,number::d18O,1,4,changed
