family,term,suggested_category,suggested_canonical,suggested_scope,decision,canonical_if_synonym,nick_notes,rationale,note,aliases,alias_n_filled,alias_compilations,in_convo,ts_name,convo_type,same_across_dataset,n_compilations,ubiquity,compilations,n_filled,fill_rate,max_distinct,n_shared_tsids,n_conflict,n_conflict_subst,conflict_rate,example_values
neotomaDatasetId,neotomaDatasetId,standard,,global,,,,used by 11/18 compilations; in convo,,,3303,FreeSoda;HoloceneHydroclimate;Hydro21k;LakeStatus21k;LegacyClimate-LiPD;NAm21k-noPollen;PalMod;RapidArcticWarming;SISAL-LiPD;Temp24k;test,TRUE,neotomaDatasetId,character,TRUE,11,0.61,FreeSoda;HoloceneHydroclimate;Hydro21k;LakeStatus21k;LegacyClimate-LiPD;NAm21k-noPollen;PalMod;RapidArcticWarming;SISAL-LiPD;Temp24k;test,3303,0.016,332,1399,0,0,0,10.21233/N35X18 | 10.21233/N31T44 | not in Neotoma | 21284
originalDataUrl,originalDataUrl,standard,,global (has conflicts -- see note),,,,used by 17/18 compilations; in convo,14168 substantive cross-compilation conflicts,,282178,CoralHydro2k;FreeSoda;GBRCD;HoloceneAbruptChange;HoloceneHydroclimate;Hydro21k;hydroclimate2k;iso2k;LakeStatus21k;LegacyClimate-LiPD;NAm21k-noPollen;Nam2kDendro;PalMod;RapidArcticWarming;SISAL-LiPD;Temp24k;test,TRUE,originalDataUrl,character,TRUE,17,0.94,CoralHydro2k;FreeSoda;GBRCD;HoloceneAbruptChange;HoloceneHydroclimate;Hydro21k;hydroclimate2k;iso2k;LakeStatus21k;LegacyClimate-LiPD;NAm21k-noPollen;Nam2kDendro;PalMod;RapidArcticWarming;SISAL-LiPD;Temp24k;test,282178,0.959,466,81602,14168,14168,0.1736,https://www.ncdc.noaa.gov/paleo/study/8607 | https://www.ncdc.noaa.gov/paleo/study/18895 | https://www.ncdc.noaa.gov/paleo/study/28451 | https://www.ncdc.noaa.gov/paleo/study/22056
otherAgesPerKyr,otherAgesPerKyr,standard,,global (has conflicts -- see note),,,,used by 9/18 compilations; in convo,6 substantive cross-compilation conflicts,,28073,FreeSoda;HoloceneAbruptChange;HoloceneHydroclimate;Hydro21k;LakeStatus21k;NAm21k-noPollen;RapidArcticWarming;Temp24k;test,TRUE,otherAgesPerKyr,character,FALSE,9,0.5,FreeSoda;HoloceneAbruptChange;HoloceneHydroclimate;Hydro21k;LakeStatus21k;NAm21k-noPollen;RapidArcticWarming;Temp24k;test,28073,0.156,404,9762,6,6,6e-4,0 | 0.08274720728 | 0.1049882766 | 0.09211920225
paleoData_QCCertification,paleoData_QCCertification,standard,,global,,,,used by 15/18 compilations; in convo,,QC Certification,,,TRUE,,,,15,0.83,CoralHydro2k;FreeSoda;HoloceneAbruptChange;HoloceneHydroclimate;Hydro21k;iso2k;LakeStatus21k;NAm21k-noPollen;Nam2kDendro;Pages2kTemperature;PalMod;RapidArcticWarming;SISAL-LiPD;Temp24k;test,16117,0.073,286,,,,,
paleoData_QCRemainingIssues,paleoData_QCRemainingIssues,standard,,global,,,,used by 7/18 compilations; in convo,,Remaining issues,,,TRUE,,,,7,0.39,FreeSoda;LakeStatus21k;NAm21k-noPollen;Nam2kDendro;PalMod;Temp24k;test,4,0,2,,,,,
paleoData_QCnotes,paleoData_QCnotes,standard,,global,,,,used by 16/18 compilations; in convo,,QC comments,,,TRUE,,,,16,0.89,CoralHydro2k;FreeSoda;GBRCD;HoloceneAbruptChange;HoloceneHydroclimate;Hydro21k;iso2k;LakeStatus21k;NAm21k-noPollen;Nam2kDendro;Pages2kTemperature;PalMod;RapidArcticWarming;SISAL-LiPD;Temp24k;test,11357,0.051,1081,,,,,
paleoData_TSid,paleoData_TSid,standard,,global,,,,used by 18/18 compilations; in convo,,TSid,,,TRUE,,,,18,1,CoralHydro2k;FreeSoda;GBRCD;HoloceneAbruptChange;HoloceneHydroclimate;Hydro21k;hydroclimate2k;iso2k;LakeStatus21k;LegacyClimate-LiPD;NAm21k-noPollen;Nam2kDendro;Pages2kTemperature;PalMod;RapidArcticWarming;SISAL-LiPD;Temp24k;test,297030,1,83877,,,,,
paleoData_datum,paleoData_datum,standard,,global,,,,used by 13/18 compilations; in convo,,datum,,,TRUE,,,,13,0.72,FreeSoda;GBRCD;HoloceneAbruptChange;HoloceneHydroclimate;Hydro21k;LakeStatus21k;LegacyClimate-LiPD;NAm21k-noPollen;PalMod;RapidArcticWarming;SISAL-LiPD;Temp24k;test,232663,0.867,18,,,,,
paleoData_inCompilation,paleoData_inCompilation,standard,,global,,,,used by 4/18 compilations; in convo,,inCompilation,,,TRUE,,,,4,0.22,FreeSoda;LakeStatus21k;Temp24k;test,1622,0.095,6,,,,,
paleoData_meanValue12k,paleoData_meanValue12k,standard,,global,,,,used by 9/18 compilations; in convo,,meanHoloceneValue,,,TRUE,,,,9,0.5,FreeSoda;HoloceneHydroclimate;Hydro21k;LakeStatus21k;LegacyClimate-LiPD;NAm21k-noPollen;PalMod;Temp24k;test,176183,0.956,72143,,,,,
paleoData_medianRes12k,paleoData_medianRes12k,standard,,global,,,,used by 10/18 compilations; in convo,,medianHoloceneResolution,,,TRUE,,,,10,0.56,FreeSoda;HoloceneAbruptChange;HoloceneHydroclimate;Hydro21k;LakeStatus21k;LegacyClimate-LiPD;NAm21k-noPollen;RapidArcticWarming;Temp24k;test,242607,0.971,1870,,,,,
paleoData_mostRecentCompilations,paleoData_mostRecentCompilations,standard,,global,,,,used by 11/18 compilations; in convo,,mostRecentCompilations,,,TRUE,,,,11,0.61,FreeSoda;HoloceneAbruptChange;hydroclimate2k;LakeStatus21k;LegacyClimate-LiPD;NAm21k-noPollen;Nam2kDendro;Pages2kTemperature;PalMod;RapidArcticWarming;Temp24k,19047,0.099,35,,,,,
paleoData_notes,paleoData_notes,standard,,global,,,,used by 15/18 compilations; in convo,,paleoDataNotes,,,TRUE,,,,15,0.83,CoralHydro2k;FreeSoda;GBRCD;HoloceneAbruptChange;HoloceneHydroclimate;Hydro21k;LakeStatus21k;LegacyClimate-LiPD;NAm21k-noPollen;Nam2kDendro;Pages2kTemperature;PalMod;RapidArcticWarming;Temp24k;test,173329,0.621,785,,,,,
paleoData_primaryTimeseries,paleoData_primaryTimeseries,standard,,global,,,,used by 9/18 compilations; in convo,,primaryTimeseries,,,TRUE,,,,9,0.5,FreeSoda;HoloceneAbruptChange;hydroclimate2k;LegacyClimate-LiPD;NAm21k-noPollen;Nam2kDendro;PalMod;SISAL-LiPD;Temp24k,139455,0.708,2,,,,,
paleoData_proxy,paleoData_proxy,standard,,global,,,,used by 16/18 compilations; in convo,,proxy,,,TRUE,,,,16,0.89,FreeSoda;GBRCD;HoloceneAbruptChange;HoloceneHydroclimate;Hydro21k;hydroclimate2k;LakeStatus21k;LegacyClimate-LiPD;NAm21k-noPollen;Nam2kDendro;Pages2kTemperature;PalMod;RapidArcticWarming;SISAL-LiPD;Temp24k;test,214866,0.727,94,,,,,
paleoData_proxyDetail,paleoData_proxyDetail,standard,,global,,,,used by 12/18 compilations; in convo,,proxyDetail,,,TRUE,,,,12,0.67,FreeSoda;HoloceneAbruptChange;HoloceneHydroclimate;Hydro21k;LakeStatus21k;LegacyClimate-LiPD;NAm21k-noPollen;PalMod;RapidArcticWarming;SISAL-LiPD;Temp24k;test,175996,0.659,2066,,,,,
paleoData_proxyGeneral,paleoData_proxyGeneral,standard,,global,,,,used by 13/18 compilations; in convo,,proxyGeneral,,,TRUE,,,,13,0.72,FreeSoda;HoloceneAbruptChange;HoloceneHydroclimate;Hydro21k;LakeStatus21k;LegacyClimate-LiPD;NAm21k-noPollen;Nam2kDendro;PalMod;RapidArcticWarming;SISAL-LiPD;Temp24k;test,213386,0.745,31,,,,,
paleoData_units,paleoData_units,standard,,global,,,,used by 18/18 compilations; in convo,,units,,,TRUE,,,,18,1,CoralHydro2k;FreeSoda;GBRCD;HoloceneAbruptChange;HoloceneHydroclimate;Hydro21k;hydroclimate2k;iso2k;LakeStatus21k;LegacyClimate-LiPD;NAm21k-noPollen;Nam2kDendro;Pages2kTemperature;PalMod;RapidArcticWarming;SISAL-LiPD;Temp24k;test,292859,0.986,74,,,,,
paleoData_variableName,paleoData_variableName,standard,,global,,,,used by 18/18 compilations; in convo,,variableName,,,TRUE,,,,18,1,CoralHydro2k;FreeSoda;GBRCD;HoloceneAbruptChange;HoloceneHydroclimate;Hydro21k;hydroclimate2k;iso2k;LakeStatus21k;LegacyClimate-LiPD;NAm21k-noPollen;Nam2kDendro;Pages2kTemperature;PalMod;RapidArcticWarming;SISAL-LiPD;Temp24k;test,297030,1,431,,,,,
pub*_author,pub1_author,standard,,global,,,,used by 13/18 compilations; in convo,,pub1_authors,,,TRUE,,,,13,0.72,CoralHydro2k;FreeSoda;GBRCD;HoloceneHydroclimate;Hydro21k;LakeStatus21k;LegacyClimate-LiPD;NAm21k-noPollen;Nam2kDendro;RapidArcticWarming;SISAL-LiPD;Temp24k;test,192259,0.89,2379,,,,,
pub*_citeKey,pub1_citeKey,standard,,global,,,,used by 7/18 compilations; in convo,,,4320,FreeSoda;LakeStatus21k;NAm21k-noPollen;RapidArcticWarming;SISAL-LiPD;Temp24k;test,TRUE,pub1_citeKey,character,TRUE,7,0.39,FreeSoda;LakeStatus21k;NAm21k-noPollen;RapidArcticWarming;SISAL-LiPD;Temp24k;test,4320,0.119,615,789,0,0,0,5VX4K5AH | JIJ4XAW3 | 555XVMXZ | J8JG62RV
pub*_doi,pub1_doi,standard,,global (has conflicts -- see note),,,,used by 18/18 compilations; in convo,3484 substantive cross-compilation conflicts,,279566,CoralHydro2k;FreeSoda;GBRCD;HoloceneAbruptChange;HoloceneHydroclimate;Hydro21k;hydroclimate2k;iso2k;LakeStatus21k;LegacyClimate-LiPD;NAm21k-noPollen;Nam2kDendro;Pages2kTemperature;PalMod;RapidArcticWarming;SISAL-LiPD;Temp24k;test,TRUE,pub1_doi,character,TRUE,18,1,CoralHydro2k;FreeSoda;GBRCD;HoloceneAbruptChange;HoloceneHydroclimate;Hydro21k;hydroclimate2k;iso2k;LakeStatus21k;LegacyClimate-LiPD;NAm21k-noPollen;Nam2kDendro;Pages2kTemperature;PalMod;RapidArcticWarming;SISAL-LiPD;Temp24k;test,279566,0.941,2336,81355,3856,3484,0.0474,10.1038/ngeo357 | 10.1002/2015PA002810 | 10.1038/s41586-020-2084-4 | 10.1002/2016PA002976
pub*_doi,pub2_doi,standard,,global (has conflicts -- see note),,,,used by 18/18 compilations; in convo,1292 substantive cross-compilation conflicts,,243452,CoralHydro2k;FreeSoda;GBRCD;HoloceneAbruptChange;HoloceneHydroclimate;Hydro21k;hydroclimate2k;iso2k;LakeStatus21k;LegacyClimate-LiPD;NAm21k-noPollen;Nam2kDendro;Pages2kTemperature;PalMod;RapidArcticWarming;SISAL-LiPD;Temp24k;test,TRUE,pub2_doi,character,TRUE,18,1,CoralHydro2k;FreeSoda;GBRCD;HoloceneAbruptChange;HoloceneHydroclimate;Hydro21k;hydroclimate2k;iso2k;LakeStatus21k;LegacyClimate-LiPD;NAm21k-noPollen;Nam2kDendro;Pages2kTemperature;PalMod;RapidArcticWarming;SISAL-LiPD;Temp24k;test,243452,0.82,315,75363,1292,1292,0.0171,10.1002/2015PA002810 | 10.1016/j.epsl.2015.10.002 | 10.1029/2019PA003571 | 10.1029/2021PA004233
pub*_issue,pub1_issue,standard,,global (has conflicts -- see note),,,,used by 9/18 compilations; in convo,38 substantive cross-compilation conflicts,,8833,FreeSoda;HoloceneHydroclimate;Hydro21k;LakeStatus21k;NAm21k-noPollen;RapidArcticWarming;SISAL-LiPD;Temp24k;test,TRUE,pub1_issue,character,TRUE,9,0.5,FreeSoda;HoloceneHydroclimate;Hydro21k;LakeStatus21k;NAm21k-noPollen;RapidArcticWarming;SISAL-LiPD;Temp24k;test,8833,0.07,130,3362,38,38,0.0113,11 | 2 | 3-4 | 7
pub*_journal,pub1_journal,standard,,global (has conflicts -- see note),,,,used by 12/18 compilations; in convo,9 substantive cross-compilation conflicts,,171142,CoralHydro2k;FreeSoda;GBRCD;HoloceneHydroclimate;Hydro21k;LakeStatus21k;LegacyClimate-LiPD;NAm21k-noPollen;RapidArcticWarming;SISAL-LiPD;Temp24k;test,TRUE,pub1_journal,character,TRUE,12,0.67,CoralHydro2k;FreeSoda;GBRCD;HoloceneHydroclimate;Hydro21k;LakeStatus21k;LegacyClimate-LiPD;NAm21k-noPollen;RapidArcticWarming;SISAL-LiPD;Temp24k;test,171142,0.87,811,73762,9,9,1e-4,Nature Geoscience | Paleoceanography | Nature | Journal of Geophysical Research: Oceans
pub*_pages,pub1_pages,standard,,global (has conflicts -- see note),,,,used by 10/18 compilations; in convo,4 substantive cross-compilation conflicts,,20762,FreeSoda;HoloceneHydroclimate;Hydro21k;LakeStatus21k;LegacyClimate-LiPD;NAm21k-noPollen;RapidArcticWarming;SISAL-LiPD;Temp24k;test,TRUE,pub1_pages,character,TRUE,10,0.56,FreeSoda;HoloceneHydroclimate;Hydro21k;LakeStatus21k;LegacyClimate-LiPD;NAm21k-noPollen;RapidArcticWarming;SISAL-LiPD;Temp24k;test,20762,0.106,939,7612,6,4,8e-4,1525-1539 | 317-325 | 115-137 | 260-283
pub*_title,pub1_title,standard,,global (has conflicts -- see note),,,,used by 13/18 compilations; in convo,9 substantive cross-compilation conflicts,,186481,CoralHydro2k;FreeSoda;GBRCD;HoloceneHydroclimate;Hydro21k;LakeStatus21k;LegacyClimate-LiPD;NAm21k-noPollen;Nam2kDendro;RapidArcticWarming;SISAL-LiPD;Temp24k;test,TRUE,pub1_title,character,TRUE,13,0.72,CoralHydro2k;FreeSoda;GBRCD;HoloceneHydroclimate;Hydro21k;LakeStatus21k;LegacyClimate-LiPD;NAm21k-noPollen;Nam2kDendro;RapidArcticWarming;SISAL-LiPD;Temp24k;test,186481,0.863,2695,75360,128,9,0.0017,Recent intensification of tropical climate variability in the Indian Ocean | Optimized coral reconstructions of the Indian Ocean Dipole: An assessment of location and length considerations | Coupling of Indo-Pacific climate variability over the last millennium | Twentieth century warming of the tropical Atlantic captured by Sr-U paleothermometryn
pub*_volume,pub1_volume,standard,,global,,,,used by 8/18 compilations; in convo,,,9413,FreeSoda;HoloceneHydroclimate;Hydro21k;LakeStatus21k;NAm21k-noPollen;SISAL-LiPD;Temp24k;test,TRUE,pub1_volume,character,TRUE,8,0.44,FreeSoda;HoloceneHydroclimate;Hydro21k;LakeStatus21k;NAm21k-noPollen;SISAL-LiPD;Temp24k;test,9413,0.077,259,3619,0,0,0,30 | 77 | 135 | 399
pub*_year,pub1_year,standard,,global (has conflicts -- see note),,,,used by 13/18 compilations; in convo,9 substantive cross-compilation conflicts,,192845,CoralHydro2k;FreeSoda;GBRCD;HoloceneHydroclimate;Hydro21k;LakeStatus21k;LegacyClimate-LiPD;NAm21k-noPollen;Nam2kDendro;RapidArcticWarming;SISAL-LiPD;Temp24k;test,TRUE,pub1_year,numeric,TRUE,13,0.72,CoralHydro2k;FreeSoda;GBRCD;HoloceneHydroclimate;Hydro21k;LakeStatus21k;LegacyClimate-LiPD;NAm21k-noPollen;Nam2kDendro;RapidArcticWarming;SISAL-LiPD;Temp24k;test,192845,0.892,72,75083,9,9,1e-4,2008 | 2015 | 2020 | 2016
changelogNotes,changelogNotes,control,,,,,,"pipeline instruction column, not dataset metadata",,,0,CoralHydro2k;FreeSoda;GBRCD;HoloceneHydroclimate;Hydro21k;hydroclimate2k;iso2k;LakeStatus21k;LegacyClimate-LiPD;NAm21k-noPollen;Nam2kDendro;PalMod;RapidArcticWarming;SISAL-LiPD;Temp24k;test,FALSE,,,,16,0.89,CoralHydro2k;FreeSoda;GBRCD;HoloceneHydroclimate;Hydro21k;hydroclimate2k;iso2k;LakeStatus21k;LegacyClimate-LiPD;NAm21k-noPollen;Nam2kDendro;PalMod;RapidArcticWarming;SISAL-LiPD;Temp24k;test,0,0,0,,,,,
standardizationNotes,standardizationNotes,control,,,,,,"pipeline instruction column, not dataset metadata",,,0,HoloceneAbruptChange;HoloceneHydroclimate;Hydro21k;hydroclimate2k;RapidArcticWarming;test,FALSE,,,,6,0.33,HoloceneAbruptChange;HoloceneHydroclimate;Hydro21k;hydroclimate2k;RapidArcticWarming;test,0,0,0,,,,,
Additional_NOAA_studies,Additional_NOAA_studies,unused,,,,,,"present in 1 sheet(s), never populated; not in convo",,,0,iso2k,FALSE,,,,1,0.06,iso2k,0,0,0,,,,,
NOAA_URL,NOAA_URL,unused,,,,,,"present in 1 sheet(s), never populated; not in convo",,,0,iso2k,FALSE,,,,1,0.06,iso2k,0,0,0,,,,,
Temp or Hydro,Temp or Hydro,unused,,,,,,"present in 1 sheet(s), never populated; not in convo",,,0,RapidArcticWarming,FALSE,,,,1,0.06,RapidArcticWarming,0,0,0,,,,,
climateInterpretation*_interpretationApplies,climateInterpretation2_interpretationApplies,unused,,,,,,"present in 1 sheet(s), never populated; not in convo",,,0,hydroclimate2k,FALSE,,,,1,0.06,hydroclimate2k,0,0,0,,,,,
dataURL/DOI for chronology data only,dataURL/DOI for chronology data only,unused,,,,,,"present in 1 sheet(s), never populated; not in convo",,,0,iso2k,FALSE,,,,1,0.06,iso2k,0,0,0,,,,,
environmentInterpretation*_interpretationApplies,environmentInterpretation1_interpretationApplies,unused,,,,,,"present in 1 sheet(s), never populated; in convo",,,0,hydroclimate2k,TRUE,environmentInterpretation1_interpretationApplies,character,FALSE,1,0.06,hydroclimate2k,0,0,0,,,,,
environmentInterpretation*_interpretationApplies,environmentInterpretation2_interpretationApplies,unused,,,,,,"present in 1 sheet(s), never populated; in convo",,,0,hydroclimate2k,TRUE,environmentInterpretation2_interpretationApplies,character,FALSE,1,0.06,hydroclimate2k,0,0,0,,,,,
hasIGSN,hasIGSN,unused,,,,,,"present in 1 sheet(s), never populated; in convo",,,0,GBRCD,TRUE,hasIGSN,character,FALSE,1,0.06,GBRCD,0,0,0,,,,,
holoceneDuration,holoceneDuration,unused,,,,,,"present in 1 sheet(s), never populated; not in convo",,,0,HoloceneAbruptChange,FALSE,,,,1,0.06,HoloceneAbruptChange,0,0,0,,,,,
isotopeInterpretation*_coefficient,isotopeInterpretation2_coefficient,unused,,,,,,"present in 1 sheet(s), never populated; in convo",,,0,iso2k,TRUE,isotopeInterpretation2_coefficient,numeric,FALSE,1,0.06,iso2k,0,0,0,,,,,
isotopeInterpretation*_coefficient,isotopeInterpretation3_coefficient,unused,,,,,,"present in 1 sheet(s), never populated; in convo",,,0,iso2k,TRUE,isotopeInterpretation3_coefficient,numeric,FALSE,1,0.06,iso2k,0,0,0,,,,,
isotopeInterpretation*_fraction,isotopeInterpretation3_fraction,unused,,,,,,"present in 1 sheet(s), never populated; in convo",,,0,iso2k,TRUE,isotopeInterpretation3_fraction,numeric,FALSE,1,0.06,iso2k,0,0,0,,,,,
isotopeInterpretation*_interpretationApplies,isotopeInterpretation1_interpretationApplies,unused,,,,,,"present in 1 sheet(s), never populated; not in convo",,,0,hydroclimate2k,FALSE,,,,1,0.06,hydroclimate2k,0,0,0,,,,,
isotopeInterpretation*_interpretationApplies,isotopeInterpretation2_interpretationApplies,unused,,,,,,"present in 1 sheet(s), never populated; not in convo",,,0,hydroclimate2k,FALSE,,,,1,0.06,hydroclimate2k,0,0,0,,,,,
isotopeInterpretation*_interpretationApplies,isotopeInterpretation3_interpretationApplies,unused,,,,,,"present in 1 sheet(s), never populated; not in convo",,,0,hydroclimate2k,FALSE,,,,1,0.06,hydroclimate2k,0,0,0,,,,,
originalDataURL NOTES!,originalDataURL NOTES!,unused,,,,,,"present in 1 sheet(s), never populated; not in convo",,,0,iso2k,FALSE,,,,1,0.06,iso2k,0,0,0,,,,,
TSid,TSid,key,paleoData_TSid,,,,,identifier,,,297030,CoralHydro2k;FreeSoda;GBRCD;HoloceneAbruptChange;HoloceneHydroclimate;Hydro21k;hydroclimate2k;iso2k;LakeStatus21k;LegacyClimate-LiPD;NAm21k-noPollen;Nam2kDendro;Pages2kTemperature;PalMod;RapidArcticWarming;SISAL-LiPD;Temp24k;test,TRUE,paleoData_TSid,character,FALSE,0,0,,0,0,0,,,,,AB08MEN01_d18O | AB15BHB01_d18O | AB20MEN01_d18O | AB20MEN02_d18O
dataSetName,dataSetName,key,,,,,,identifier,109 substantive cross-compilation conflicts,,297030,CoralHydro2k;FreeSoda;GBRCD;HoloceneAbruptChange;HoloceneHydroclimate;Hydro21k;hydroclimate2k;iso2k;LakeStatus21k;LegacyClimate-LiPD;NAm21k-noPollen;Nam2kDendro;Pages2kTemperature;PalMod;RapidArcticWarming;SISAL-LiPD;Temp24k;test,TRUE,dataSetName,character,TRUE,18,1,CoralHydro2k;FreeSoda;GBRCD;HoloceneAbruptChange;HoloceneHydroclimate;Hydro21k;hydroclimate2k;iso2k;LakeStatus21k;LegacyClimate-LiPD;NAm21k-noPollen;Nam2kDendro;Pages2kTemperature;PalMod;RapidArcticWarming;SISAL-LiPD;Temp24k;test,297030,1,4735,84056,137,109,0.0016,AB08MEN01 | AB15BHB01 | AB20MEN01 | AB20MEN02
datasetId,datasetId,key,,,,,,identifier,15 substantive cross-compilation conflicts,,261356,GBRCD;HoloceneAbruptChange;HoloceneHydroclimate;Hydro21k;LegacyClimate-LiPD;Nam2kDendro;Pages2kTemperature;SISAL-LiPD,TRUE,datasetId,character,TRUE,8,0.44,GBRCD;HoloceneAbruptChange;HoloceneHydroclimate;Hydro21k;LegacyClimate-LiPD;Nam2kDendro;Pages2kTemperature;SISAL-LiPD,261356,1,4735,81070,15,15,2e-4,AL03DAV01_1 | AL03DAV01_2 | AL03PAN01_1 | AL03PAN01_2
paleoData_NAm21k-noPollenCertification,paleoData_NAm21k-noPollenCertification,compilation,,,,,,term name references a compilation; used by NAm21k-noPollen,,NAm21k-noPollen Certification,,,TRUE,,,,1,0.06,NAm21k-noPollen,0,0,0,,,,,
paleoData_NAm21k-noPollenQCnotes,paleoData_NAm21k-noPollenQCnotes,compilation,,,,,,term name references a compilation; used by NAm21k-noPollen,,NAm21k-noPollen QC notes,,,TRUE,,,,1,0.06,NAm21k-noPollen,0,0,0,,,,,
