dataset,blocker,compilations,block,tsid,variableName,units,n_values
SP07DEUS,none,NA,chronData,chron25_FdxhThJX,depthbottomCs,mm,9
SP07DEUS,none,NA,chronData,chron26_qp9xXNU4,Cs137gamactivity,Bq/g,9
SP07DEUS,none,NA,chronData,chron27_L6NTXmNi,Cs137_error,Bq/g,9
SP07DEUS,none,NA,chronData,chron28_dqPBIbet,analysisYear,AD,9
SP07FLOM,none,NA,chronData,chron3_WZHy9B0D,weight,mg,78
SP07FLOM,none,NA,chronData,chron6_DrMvb8tZ,Th232,ppt,78
SP07FLOM,none,NA,chronData,chron7_ojPv1rNf,Th232_error,ppt,78
SP07FLOM,none,NA,chronData,chron14_H2FUwLc1,AgeUncorrected,years ago,78
SP07FLOM,none,NA,chronData,chron15_rUGkBBHA,AgeUncorr_error,yrs,78
SP07FLOM,none,NA,chronData,chron18_jxfhuYur,dU234initial,(ratio),78
SP07FLOM,none,NA,chronData,chron19_y19TrdoB,dU234i_error,NA,78
SP07FLOM,none,NA,chronData,chron20_kCHS0qKT,depthtopPb,mm,78
SP07FLOM,none,NA,chronData,chron21_Lk75r7Ax,depthbottomPb,mm,78
SP07FLOM,none,NA,chronData,chron22_4WgMj8Hk,Pb210excess,dpm/g,78
SP07FLOM,none,NA,chronData,chron23_gq4Foqyo,Pb210_error,dpm/g,78
SP07FLOM,none,NA,chronData,chron24_uklLYLSD,depthtopCs,mm,78
SP07FLOM,none,NA,chronData,chron25_xhIrJ8ld,depthbottomCs,mm,78
SP07FLOM,none,NA,chronData,chron26_9dAONZTF,Cs137gamactivity,Bq/g,78
SP07FLOM,none,NA,chronData,chron27_pENlNYre,Cs137_error,Bq/g,78
SP07FLOM,none,NA,chronData,chron28_JJM72r7f,analysisYear,AD,78
SP07WABR,none,NA,chronData,chron12_Ph9Fg6f1,Th230_Th232ratio,ppm,16
SP07WABR,none,NA,chronData,chron13_nYjdtgcE,Thratio_error,ppm,16
SP07WABR,none,NA,chronData,chron20_l9SKv4Kc,depthtopPb,mm,16
SP07WABR,none,NA,chronData,chron21_pVDKrJh1,depthbottomPb,mm,16
SP07WABR,none,NA,chronData,chron22_qBFIDrme,Pb210excess,dpm/g,16
SP07WABR,none,NA,chronData,chron23_M9ctud1l,Pb210_error,dpm/g,16
SP07WABR,none,NA,chronData,chron24_0E9MRTe5,depthtopCs,mm,16
SP07WABR,none,NA,chronData,chron25_FsLAjxwQ,depthbottomCs,mm,16
SP07WABR,none,NA,chronData,chron26_tfbPyqtQ,Cs137gamactivity,Bq/g,16
SP07WABR,none,NA,chronData,chron27_2bdKTZIX,Cs137_error,Bq/g,16
SP07WABR,none,NA,chronData,chron28_lSuBOdMd,analysisYear,AD,16
SP08SPUS,none,NA,chronData,chron3_iRKTGnfy,weight,mg,14
SP08SPUS,none,NA,chronData,chron20_N1ALgFZL,depthtopPb,mm,14
SP08SPUS,none,NA,chronData,chron21_iA1xhgsm,depthbottomPb,mm,14
SP08SPUS,none,NA,chronData,chron22_1AvD3voB,Pb210excess,dpm/g,14
SP08SPUS,none,NA,chronData,chron23_0S9FNHVN,Pb210_error,dpm/g,14
SP08SPUS,none,NA,chronData,chron24_Je2FPGNb,depthtopCs,mm,14
SP08SPUS,none,NA,chronData,chron25_3o34PgBW,depthbottomCs,mm,14
SP08SPUS,none,NA,chronData,chron26_cZYdEmAm,Cs137gamactivity,Bq/g,14
SP08SPUS,none,NA,chronData,chron27_hnAGJC07,Cs137_error,Bq/g,14
SP08SPUS,none,NA,chronData,chron28_9dllyzwT,analysisYear,AD,14
SP09GRID,none,NA,chronData,chron5_uoKUTyUa,U238_error,ppb,62
SP09GRID,none,NA,chronData,chron8_33plOIsW,d234U,(ratio),62
SP09GRID,none,NA,chronData,chron9_S6tyDc7O,d234U_error,NA,62
SP09GRID,none,NA,chronData,chron13_kanYrOtu,Thratio_error,ppm,62
SP09REPE,none,NA,chronData,chron1_9xphLcvd,depthUTh,mm,10
SP09REPE,none,NA,chronData,chron3_u3EDAa5Z,weight,mg,10
SP09REPE,none,NA,chronData,chron18_RVD5yo5v,dU234initial,(ratio),10
SP09REPE,none,NA,chronData,chron19_iXK01Z2H,dU234i_error,NA,10
SP09REPE,none,NA,chronData,chron20_RQh11xOw,depthtopPb,mm,10
SP09REPE,none,NA,chronData,chron21_ODvZausC,depthbottomPb,mm,10
SP09REPE,none,NA,chronData,chron22_x2E0AeKD,Pb210excess,dpm/g,10
SP09REPE,none,NA,chronData,chron23_me9VGIqQ,Pb210_error,dpm/g,10
SP09REPE,none,NA,chronData,chron24_unXORo1P,depthtopCs,mm,10
SP09REPE,none,NA,chronData,chron25_5gHf0xQ0,depthbottomCs,mm,10
SP09REPE,none,NA,chronData,chron26_AXaluMka,Cs137gamactivity,Bq/g,10
SP09REPE,none,NA,chronData,chron27_pgOMKkJC,Cs137_error,Bq/g,10
SP09REPE,none,NA,chronData,chron28_Y0nCkbiW,analysisYear,AD,10
SP10CACN,none,NA,chronData,chron2_vFVvM61Y,SampleID,NA,38
SP10HAUS,none,NA,chronData,chron2_CgDjTHZU,SampleID,NA,42
SP10MEMX,none,NA,chronData,chron3_tLMegYPZ,weight,NA,12
SP10MEMX,none,NA,chronData,chron8_1N1LjQIH,d234U,(ratio),12
SP10MEMX,none,NA,chronData,chron9_h5YUjlEf,d234U_error,NA,12
SP10MEMX,none,NA,chronData,chron18_YnX4zpyU,dU234initial,(ratio),12
SP10MEMX,none,NA,chronData,chron19_SreFbV4m,dU234i_error,NA,12
SP10MEMX,none,NA,chronData,chron20_CR7V2Fm1,depthtopPb,mm,12
SP10MEMX,none,NA,chronData,chron21_s5y1a7b9,depthbottomPb,mm,12
SP10MEMX,none,NA,chronData,chron22_fPq6cPBO,Pb210excess,dpm/g,12
SP10MEMX,none,NA,chronData,chron23_lV4rUbT5,Pb210_error,dpm/g,12
SP10MEMX,none,NA,chronData,chron24_CjLvVWnZ,depthtopCs,mm,12
SP10MEMX,none,NA,chronData,chron25_EczUTiQL,depthbottomCs,mm,12
SP10MEMX,none,NA,chronData,chron26_oCo5bSEV,Cs137gamactivity,Bq/g,12
SP10MEMX,none,NA,chronData,chron27_gg3oH8QR,Cs137_error,Bq/g,12
SP10MEMX,none,NA,chronData,chron28_fxbBVhCY,analysisYear,AD,12
SP12FOAT,none,NA,chronData,chron2_oypXtDaq,SampleID,NA,10
SP12LAMX,none,NA,chronData,chron2_TKCx06kz,SampleID,NA,20
SP12LAMX,none,NA,chronData,chron3_MjMF4SwP,weight,mg,20
SP12LAMX,none,NA,chronData,chron20_DauTXwPI,depthtopPb,mm,20
SP12LAMX,none,NA,chronData,chron21_GBlj3N6v,depthbottomPb,mm,20
SP12LAMX,none,NA,chronData,chron22_aHvawDNB,Pb210excess,dpm/g,20
SP12LAMX,none,NA,chronData,chron23_QtcwKdgp,Pb210_error,dpm/g,20
SP12LAMX,none,NA,chronData,chron24_RmxPTLT5,depthtopCs,mm,20
SP12LAMX,none,NA,chronData,chron25_tI6io3tm,depthbottomCs,mm,20
SP12LAMX,none,NA,chronData,chron26_e6u5ZuED,Cs137gamactivity,Bq/g,20
SP12LAMX,none,NA,chronData,chron27_abfEtEUz,Cs137_error,Bq/g,20
SP12LAMX,none,NA,chronData,chron28_n8rAZ3D7,analysisYear,AD,20
SP12NOBR,none,NA,chronData,chron3_M8pvD91A,weight,mg,30
SP12NOBR,none,NA,chronData,chron20_rr1i7Uxi,depthtopPb,mm,30
SP12NOBR,none,NA,chronData,chron21_uWNpNfb7,depthbottomPb,mm,30
SP12NOBR,none,NA,chronData,chron22_jJUxz4h8,Pb210excess,dpm/g,30
SP12NOBR,none,NA,chronData,chron23_JjTkJq67,Pb210_error,dpm/g,30
SP12NOBR,none,NA,chronData,chron24_A5LhKja3,depthtopCs,mm,30
SP12NOBR,none,NA,chronData,chron25_C87VfrFz,depthbottomCs,mm,30
SP12NOBR,none,NA,chronData,chron26_p3VI6BsQ,Cs137gamactivity,Bq/g,30
SP12NOBR,none,NA,chronData,chron27_yxrV7mPQ,Cs137_error,Bq/g,30
SP13KAPE,none,NA,chronData,chron3_cc7xYFze,weight,mg,26
SP13KAPE,none,NA,chronData,chron20_lPnAps6K,depthtopPb,mm,26
SP13KAPE,none,NA,chronData,chron21_0H4dht6Y,depthbottomPb,mm,26
SP13KAPE,none,NA,chronData,chron22_hxVTEJLf,Pb210excess,dpm/g,26
SP13KAPE,none,NA,chronData,chron23_5Z3D0Gg3,Pb210_error,dpm/g,26
SP13KAPE,none,NA,chronData,chron24_zodb7P4j,depthtopCs,mm,26
SP13KAPE,none,NA,chronData,chron25_Shi9FM0Z,depthbottomCs,mm,26
SP13KAPE,none,NA,chronData,chron26_1m5GHYs1,Cs137gamactivity,Bq/g,26
SP13KAPE,none,NA,chronData,chron27_Q2UIVYyO,Cs137_error,Bq/g,26
SP13KAPE,none,NA,chronData,chron28_U4EXerLG,analysisYear,AD,26
SP13LAMX,none,NA,chronData,chron2_e6eYAhD2,SampleID,NA,20
SP13LAMX,none,NA,chronData,chron3_i5j5n4Xv,weight,mg,20
SP13LAMX,none,NA,chronData,chron20_FoXc1LJP,depthtopPb,mm,20
SP13LAMX,none,NA,chronData,chron21_WdFZsyZJ,depthbottomPb,mm,20
SP13LAMX,none,NA,chronData,chron22_LPXeKWh5,Pb210excess,dpm/g,20
SP13LAMX,none,NA,chronData,chron23_mjkBA8Kl,Pb210_error,dpm/g,20
SP13LAMX,none,NA,chronData,chron24_5GPzQRtm,depthtopCs,mm,20
SP13LAMX,none,NA,chronData,chron25_2fMbNiWo,depthbottomCs,mm,20
SP13LAMX,none,NA,chronData,chron26_gbrZE4Nd,Cs137gamactivity,Bq/g,20
SP13LAMX,none,NA,chronData,chron27_y84DdP2z,Cs137_error,Bq/g,20
SP13LAMX,none,NA,chronData,chron28_smnY2rzz,analysisYear,AD,20
SP13PAVU,none,NA,chronData,chron20_rfdh9Hiw,depthtopPb,mm,31
SP13PAVU,none,NA,chronData,chron21_bVoCS2xD,depthbottomPb,mm,31
SP13PAVU,none,NA,chronData,chron22_PLf2zAH4,Pb210excess,dpm/g,31
SP13PAVU,none,NA,chronData,chron23_Hkfwq77P,Pb210_error,dpm/g,31
SP13PAVU,none,NA,chronData,chron24_NaIT1mA9,depthtopCs,mm,31
SP13PAVU,none,NA,chronData,chron25_YjFKOB0B,depthbottomCs,mm,31
SP13PAVU,none,NA,chronData,chron26_CrGrm1HT,Cs137gamactivity,Bq/g,31
SP13PAVU,none,NA,chronData,chron27_RfIRW9x7,Cs137_error,Bq/g,31
SP13PAVU,none,NA,chronData,chron28_j0xUfA3G,analysisYear,AD,31
SP98KUCN,none,NA,chronData,chron1_G0QAyRxD,depthUTh,mm,8
SP98KUCN,none,NA,chronData,chron2_S96xxWDX,SampleID,unitless,8
SP98KUCN,none,NA,chronData,chron3_9Hn7uvcQ,weight,mg,8
SP98KUCN,none,NA,chronData,chron4_M4xnXZFF,U238,ppb,8
SP98KUCN,none,NA,chronData,chron5_bExwjEji,U238_error,ppb,8
SP98KUCN,none,NA,chronData,chron6_Xi2MUyVs,Th232,ppt,8
SP98KUCN,none,NA,chronData,chron7_o72G3PXn,Th232_error,ppt,8
SP98KUCN,none,NA,chronData,chron8_3Jvvk32h,d234U,(ratio),8
SP98KUCN,none,NA,chronData,chron9_xLfGQ10N,d234U_error,unitless,8
SP98KUCN,none,NA,chronData,chron10_W3ISH16T,Th230_U238activity,activity,8
SP98KUCN,none,NA,chronData,chron11_PqmKoUJ4,U_Thactivity_error,unitless,8
SP98KUCN,none,NA,chronData,chron12_5RwtneuM,Th230_Th232ratio,ppm,8
SP98KUCN,none,NA,chronData,chron13_Nx4jvdBl,Thratio_error,ppm,8
SP98KUCN,none,NA,chronData,chron14_BMm8ye3i,AgeUncorrected,years ago,8
SP98KUCN,none,NA,chronData,chron15_dtlbkRww,AgeUncorr_error,yrs,8
SP98KUCN,none,NA,chronData,chron17_DJ9E9mx2,AgeCorr_error,yrs,8
SP98KUCN,none,NA,chronData,chron18_5jL8x1AZ,dU234initial,(ratio),8
SP98KUCN,none,NA,chronData,chron19_k0piCBSs,dU234i_error,unitless,8
SP98KUCN,none,NA,chronData,chron20_RDO0wIYp,depthtopPb,mm,8
SP98KUCN,none,NA,chronData,chron21_akeB0Vkc,depthbottomPb,mm,8
SP98KUCN,none,NA,chronData,chron22_cyv1RKwm,Pb210excess,dpm/g,8
SP98KUCN,none,NA,chronData,chron23_lw5LjAOF,Pb210_error,dpm/g,8
SP98KUCN,none,NA,chronData,chron24_KwN5NK89,depthtopCs,mm,8
SP98KUCN,none,NA,chronData,chron25_Q9D7t31n,depthbottomCs,mm,8
SP98KUCN,none,NA,chronData,chron26_w0X0Ezw2,Cs137gamactivity,Bq/g,8
SP98KUCN,none,NA,chronData,chron27_zEyDjTMl,Cs137_error,Bq/g,8
SP98KUCN,none,NA,chronData,chron28_VSC2Hpya,analysisYear,AD,8
SP99DEUS,none,NA,chronData,chron3_f96kesUx,weight,mg,19
SP99DEUS,none,NA,chronData,chron5_cwsq3yxG,U238_error,ppb,19
SP99DEUS,none,NA,chronData,chron7_7l26pYzB,Th232_error,ppt,19
SRM1.Yao.2015,none,NA,chronData,lc-chRjVuT7qAFuqIazTgX,notes,unitless,8
SS05ROTN,none,NA,chronData,chron2_UoSxClsM,SampleID,unitless,3
SS16.Perren.2012,none,NA,chronData,PYTPHS4IHVX,age_type,unitless,7
SS16.Perren.2012,none,NA,chronData,PYT9E85I9AV,note,unitless,7
SS49.Perren.2012,none,NA,chronData,PYTD99YANWU,age_type,unitless,9
SS49.Perren.2012,none,NA,chronData,PYTI8BUB3I1,note,unitless,9
SS8.Anderson.2012,none,NA,chronData,PYTFFLS75UC,rejected_dates,unitless,7
SSDP_102.Kim.2004,none,NA,chronData,T2L_SSDP_102_depth_bottom,depth_bottom,cm,10
SSDP_102.Kim.2004,none,NA,chronData,T2L_SSDP_102_delta_r_1s_error_original,delta_r_1s_error_original,NA,10
SSDP_102.Kim.2004,none,NA,chronData,T2L_SSDP_102_other_date,other_date,NA,10
SSDP_102.Kim.2004,none,NA,chronData,T2L_SSDP_102_other_1s_err,other_1s_err,NA,10
SSDP_102.Kim.2004,none,NA,chronData,T2L_SSDP_102_other_type,other_type,NA,10
SU81_18.Bard.2000,none,NA,chronData,T2L_SU81_18_labcode,labcode,NA,22
SU81_18.Bard.2000,none,NA,chronData,T2L_SU81_18_depth_top,depth_top,cm,22
SU81_18.Bard.2000,none,NA,chronData,T2L_SU81_18_delta_r_1s_error_original,delta_r_1s_error_original,NA,22
SU81_18.Bard.2000,none,NA,chronData,T2L_SU81_18_other_date,other_date,NA,22
SU81_18.Bard.2000,none,NA,chronData,T2L_SU81_18_other_1s_err,other_1s_err,NA,22
SU81_18.Bard.2000,none,NA,chronData,T2L_SU81_18_other_type,other_type,NA,22
SV04.Rigual-Hernndez.2017,none,NA,chronData,T2L_SV04_depth_bottom,depth_bottom,cm,9
SV04.Rigual-Hernndez.2017,none,NA,chronData,T2L_SV04_other_date,other_date,NA,9
SV04.Rigual-Hernndez.2017,none,NA,chronData,T2L_SV04_other_1s_err,other_1s_err,NA,9
SV04.Rigual-Hernndez.2017,none,NA,chronData,T2L_SV04_other_type,other_type,NA,9
SaCurcurica.Beffa.2016,none,NA,chronData,lc-chRucFrjiYcfBwag59n,notes,unitless,9
Saarikko.Heikkil.2010,none,NA,chronData,PYTMN80V5VB,age_type,unitless,7
Saarikko.Heikkil.2010,none,NA,chronData,PYT956PPXHV,note,unitless,7
Saarikko.Heikkil.2010,none,NA,chronData,PYTOWIHI52Q,rejected_dates,unitless,7
Saegistalsee.Wick.2003,none,NA,chronData,WEB66ebae69,thickness,cm,15
SaegistalseePollen.Wick.2003,none,NA,chronData,cRPnas6LvprmHQu3aM,thickness,cm,15
Sagistalsee.vanderKnaap.2000,none,NA,chronData,lc-chRawNLtw6WVqOiPxOd,notes,unitless,12
SahamMere.Bennett.1988,none,NA,chronData,lc-chR8ndUbpy8LwbXisLt,materialDated,unitless,10
Sahiyacave.Sinha.2015,none,NA,chronData,S2LcRnK5qIyr07K,materialDated,unitless,13
Sahiyacave.Sinha.2015,none,NA,chronData,S2LcRZysna0ZjuQ,retained,unitless,13
Sahiyacave.Sinha.2015,none,NA,chronData,S2LcRDrPC8FBsQI,decayConstant,unitless,13
Sahiyacave.Sinha.2015,none,NA,chronData,S2LcRXpNEfAsaB1,age_type,unitless,13
Sahiyacave.Sinha.2015,none,NA,chronData,S2LcR3FwXk0MdQy,materialDated,unitless,15
Sahiyacave.Sinha.2015,none,NA,chronData,S2LcRb3xtVFpF76,retained,unitless,15
Sahiyacave.Sinha.2015,none,NA,chronData,S2LcR58Pkg5N3eE,decayConstant,unitless,15
Sahiyacave.Sinha.2015,none,NA,chronData,S2LcRFiH4gvFdWk,age_type,unitless,15
Sahiyacave.Sinha.2015,none,NA,chronData,S2LcRuT9sVkKMCf,labID,unitless,22
Sahiyacave.Sinha.2015,none,NA,chronData,S2LcRfJIacnEyeA,materialDated,unitless,22
Sahiyacave.Sinha.2015,none,NA,chronData,S2LcR7z8Pr0sfy8,retained,unitless,22
Sahiyacave.Sinha.2015,none,NA,chronData,S2LcR7RKra6L7ND,decayConstant,unitless,22
Sahiyacave.Sinha.2015,none,NA,chronData,S2LcRayqsINzw1d,age_type,unitless,22
Sahiyacave.Sinha.2015,none,NA,chronData,S2LcRdPu49CJPsO,labID,unitless,10
Sahiyacave.Sinha.2015,none,NA,chronData,S2LcR1jsfN97t0G,materialDated,unitless,10
Sahiyacave.Sinha.2015,none,NA,chronData,S2LcRgFgNuSZ05c,retained,unitless,10
Sahiyacave.Sinha.2015,none,NA,chronData,S2LcRjr3CCeP3SS,decayConstant,unitless,10
Sahiyacave.Sinha.2015,none,NA,chronData,S2LcRHSaBRMXHFF,age_type,unitless,10
Sahiyacave.Sinha.2015,none,NA,chronData,S2LcRY0JM291t44,labID,unitless,13
Sahiyacave.Sinha.2015,none,NA,chronData,S2LcRTpEJk19asa,materialDated,unitless,13
Sahiyacave.Sinha.2015,none,NA,chronData,S2LcRXTGl91ulfh,retained,unitless,13
Sahiyacave.Sinha.2015,none,NA,chronData,S2LcRyehntyDg5B,decayConstant,unitless,13
Sahiyacave.Sinha.2015,none,NA,chronData,S2LcRCHCNxuaZxi,age_type,unitless,13
SaintCalixte.author.1111,none,NA,chronData,lc-chR7jUaHiSqNdi7ogZB,notes,unitless,4
SaintFrancoisdeSales.Richard.1977,none,NA,chronData,lc-chRP61Y9YVzvmKUgPA8,notes,unitless,4
SaintGabriel.Larouche.1977,none,NA,chronData,M2L6auyjv6lC,notes,NA,6
SaintGabriel.Richard.1977,none,NA,chronData,lc-chRTVCeLlYJzMPcuVhq,notes,unitless,6
SaintHilaireduRosier.Clerc.1988,none,NA,chronData,lc-chRemD9LKIUki60SC1O,notes,unitless,6
SaintJeanIledOrleans.Richard.1971,none,NA,chronData,lc-chR2vmmOeh3ARRD0e8P,notes,unitless,4
SaintJohnIslandPond.Jordan.1975,none,NA,chronData,lc-chRrCVh2DcRoLFhsqwL,thickness,cm,2
SaintJohnIslandPond.Jordan.1975,none,NA,chronData,lc-chR8E8S5tkAF5VJurbX,notes,unitless,2
SaintJohnIslandPond.Jordan.1975,none,NA,chronData,lc-chRuvUbvWzzzO5Icx9N,depth_top,cm,2
SaintJohnIslandPond.Jordan.1975,none,NA,chronData,lc-chRLMsPqNJzW1Io7YPk,depth_bottom,cm,2
SaintMicheldeBraspart.vanZeist.1963,none,NA,chronData,lc-chRSrCycOi7JIP0MCXc,materialDated,unitless,2
SaintMicheldeBraspart.vanZeist.1963,none,NA,chronData,lc-chRjunPVf9PFwzekU1Z,notes,unitless,2
SaintMichelenBrenne.McGhee.1975,none,NA,chronData,lc-chRfAjizMy6cfUH0s35,notes,unitless,4
SaintMomelin.Gandouin.2002,none,NA,chronData,lc-chRYyWeIkHp7vg2UQNR,notes,unitless,9
SaintRaymond.Richard.1973,none,NA,chronData,lc-chRtejvKxZqBAZNcjMi,notes,unitless,2
SaintSixte.Clerc.1988,none,NA,chronData,lc-chRI9245iIHYslsofcJ,notes,unitless,3
SaintThomas.Voeltzel.1987Legacy,none,NA,chronData,lc-chR3SvKxQtgvcZspCsI,notes,unitless,4
SaintViaudCantin.Bernard.1996,none,NA,chronData,lc-chRjdxL5wtb3DP416w6,thickness,cm,3
SaintViaudCantin.Bernard.1996,none,NA,chronData,lc-chRauQYEXvvO2Ei9Q7L,notes,unitless,3
SaintViaudCantin.Bernard.1996,none,NA,chronData,lc-chRtDQoWTZCHOTohTTt,depth_top,cm,3
SaintViaudCantin.Bernard.1996,none,NA,chronData,lc-chRnvhxsD6BdQCRiRAq,depth_bottom,cm,3
SaintViaudContin.Bernard.1996,none,NA,chronData,cR4y1RQMS4GKxHf6kS,thickness,cm,4
SakanaLake.author.1111,none,NA,chronData,lc-chRoeSf5ck1Ymla7tP7,notes,unitless,4
SaladaPequena.EPD,none,NA,chronData,cRG2B3lRVaoNCdX3Gu,thickness,cm,4
SaladaPequena.author.1111,none,NA,chronData,lc-chRxTuFMW677ycon4Bi,labID,unitless,3
SaladaPequena.author.1111,none,NA,chronData,lc-chR8yx4eKDD3SbzKBxi,materialDated,unitless,3
SaladaPequena.author.1111,none,NA,chronData,lc-chRWG14Xq8eBQIh1fZe,thickness,cm,3
SaladaPequena.author.1111,none,NA,chronData,lc-chRpDiRoYSSd2GwLGIA,notes,unitless,3
SaladaPequena.author.1111,none,NA,chronData,lc-chRQEm1UCyHrrqP9Fft,depth_top,cm,3
SaladaPequena.author.1111,none,NA,chronData,lc-chRZo7cb5bxS7npcP7t,depth_bottom,cm,3
Saldropo.Penalba.1989,none,NA,chronData,lc-chRtSvYB24715H6Xqfb,materialDated,unitless,4
Saldropo.Penalba.1989,none,NA,chronData,lc-chRQGNWgjn4ZX0ooYsz,notes,unitless,4
SalmoLake.Edwards.2015,none,NA,chronData,lc-chRmv91Be8P2e4BlPPZ,notes,unitless,6
Salpeten.Leyden.1984,none,NA,paleoData,OLS_R9DKr5g53ak,lakeTrend,unitless,32
Salt.Dury.1973,none,NA,paleoData,OLS_RhPNSysTdq6,lakeTrend,unitless,32
SalymYugan.Pitkanen.2002,none,NA,chronData,lc-chRHhzVk4IMOUgXaY5n,labID,unitless,6
SalymYugan.Pitkanen.2002,none,NA,chronData,lc-chRcg28Tq95yBuPSlYO,notes,unitless,6
SanAgustinPlains.Clisby.1956,none,NA,chronData,lc-chRo4AxWq5bZmspHEOn,notes,unitless,4
SanAgustinPlains.Markgraf.1984,none,NA,chronData,lc-chRTVwIiPexi6r1R1ED,notes,unitless,4
SanJoaquinMarsh.Davis.1992,none,NA,chronData,lc-chRFhsVwfhVkJBgAWS5,notes,unitless,7
SanJoseChulchaca.Leyden.1996,none,NA,paleoData,lcRJbtEU8nSa3DSBxT8,temperature,degC,31
SanJoseChulchaca.Leyden.1996,none,NA,paleoData,lcRYJFHzVYFHNAMOQVr,uncertainty,degC,31
SanJoseChulchaca.Leyden.1996,none,NA,paleoData,lcR8KWCUutb5PU22hwq,temperature,degC,31
SanJoseChulchaca.Leyden.1996,none,NA,paleoData,lcRUCmlI8nPqj2znhrG,uncertainty,degC,31
SanJoseChulchaca.Leyden.1996,none,NA,paleoData,lcRSv2lr5d3mCBjD1vy,uncertainty,mm/yr,31
SanJoseChulchaca.Leyden.1996,none,NA,chronData,lc-chRH2XpxYZzPaQlefo6,notes,unitless,5
SanLuisLake.deLanois.1993,none,NA,chronData,lc-chRqtY71h56hO7nYTsP,notes,unitless,4
SanRafael.Yll.1995,none,NA,chronData,lc-chRfoXQTLpM1BIO5NIZ,materialDated,unitless,6
SanRafael.Yll.1995,none,NA,chronData,lc-chRPmk6CsuIaP4Ds5eF,thickness,cm,6
SanRafael.Yll.1995,none,NA,chronData,lc-chRyyOKWiDgtO0p30DD,notes,unitless,6
SanRafael.Yll.1995,none,NA,chronData,lc-chRzWqIzD6mZEUHchKD,depth_top,cm,6
SanRafael.Yll.1995,none,NA,chronData,lc-chRkyMFqzNzqc78U6oi,depth_bottom,cm,6
SanabriaMarsh.Allen.1996,none,NA,chronData,lc-chRl6YvWnRHVPOvfVa2,notes,unitless,3
Sanbaocave.Dong.2010,none,NA,paleoData,S2LRd0hAPk97Gb,notes,unitless,515
SandsofTimeLake.Edwards.1994,none,NA,chronData,lc-chRj9jviWD7LXJhkHEB,labID,unitless,11
SandsofTimeLake.Edwards.1994,none,NA,chronData,lc-chRcQv3fLwQPSUhDjsb,notes,unitless,11
Sandvikvatn.Paus.1982,none,NA,chronData,lc-chRMubh0X9xDvCJF29I,notes,unitless,13
SandyHillPond.Parshall.2003,none,NA,chronData,lc-chRCqIKSXLeEJczQlDJ,notes,unitless,13
SandyRunCreek.LaMoreaux.1999,none,NA,chronData,lc-chRY4RwaORFrs6TXU3d,notes,unitless,8
Sanjiaocheng.Zhu.2002,none,NA,chronData,lc-chRdjsfYS6dLjULfI1d,labID,unitless,12
Sanjiaocheng.Zhu.2002,none,NA,chronData,lc-chRnBZ1bvGL5rLA6pRu,thickness,cm,12
Sanjiaocheng.Zhu.2002,none,NA,chronData,lc-chRjNPCQSQc5RU030kE,notes,unitless,12
Sanjiaocheng.Zhu.2002,none,NA,chronData,lc-chRc10UBLwsEdKj4nYy,depth_top,cm,12
Sanjiaocheng.Zhu.2002,none,NA,chronData,lc-chRh7oO1L3ackHeA110,depth_bottom,cm,12
Sarkikangas.Hicks.1975,none,NA,chronData,lc-chRc1qqFETXBTscINYF,notes,unitless,3
SarniaElkSiteSection.author.1111,none,NA,chronData,lc-chR9kjuVOCEoSBvIbqY,notes,unitless,2
Sauborst.Hahne.1992,none,NA,chronData,lc-chRI44COgB9jGE9L4FI,labID,unitless,2
Sauborst.Hahne.1992,none,NA,chronData,lc-chRNI0r6GV5lIVWkW3v,materialDated,unitless,2
Sauborst.Hahne.1992,none,NA,chronData,lc-chR16U2naGe8c2Knu4o,notes,unitless,2
Sauveterre.Joly.2006,none,NA,chronData,lc-chRzQuqRagwX9w55CnZ,notes,unitless,4
SayramLake.Jiang.2013,none,NA,chronData,lc-chRVuvgZOZTsHktK0Ii,labID,unitless,12
SayramLake.Jiang.2013,none,NA,chronData,lc-chRJ6oDUyayXYkbRbHA,thickness,cm,12
SayramLake.Jiang.2013,none,NA,chronData,lc-chRokHn71PLDB4cReYX,notes,unitless,12
SayramLake.Jiang.2013,none,NA,chronData,lc-chRo2Z2XZ6jc8xfSMWx,depth_top,cm,12
SayramLake.Jiang.2013,none,NA,chronData,lc-chR5HhPWKj4cGlgEbN4,depth_bottom,cm,12
Sbeita.PetitMaire.1986,none,NA,paleoData,OLS_RxYdE1KEXpx,lakeTrend,unitless,32
Schonwies.Bortenschlager.1984,none,NA,chronData,lc-chRUlBklovFUSWQucs1,notes,unitless,7
SchoodicPeninsulaHollow.Schauffler.1998,none,NA,chronData,lc-chRw6vuG6PfdpUqnfqx,notes,unitless,5
Schopfenwaldmoor.vanderKnaap.2000,none,NA,chronData,lc-chRAZ4lEsgEoAWd7Gp4,notes,unitless,15
Schwanengrabenrinne.Wolters.2002,none,NA,chronData,lc-chRFGDMy8d0bUsm3bSm,notes,unitless,14
Schwanental.Hildebrandt.2007,none,NA,chronData,lc-chRfPAqLTtLdhgiroX4,notes,unitless,4
Schwarzsee.EPD,none,NA,chronData,cRWCR567GEJXJMexit,thickness,cm,4
Schwarzsee.Seiwald.1980,none,NA,chronData,lc-chRPQF80lvkgua65FhN,notes,unitless,3
SchwarzseeReschenscheideck.Welten.1982,none,NA,chronData,cRNqqmk52LBzsI9qlN,thickness,cm,8
