dataset,flag,compilations,tsid,variableName,units,n_values,min,max
NEAP18K.Cortijo.2002,kiloyear/megayear axis,PalMod,NEAP18K_TS_006,age,yr ka,390,55.27,126
NEAP_04K.Rickaby.2005,kiloyear/megayear axis,PalMod,NEAP_04K_TS_001,age,yr ka,57,0.218714053125441,16.5029772213288
NEAP_04K.Rickaby.2005,kiloyear/megayear axis,PalMod,NEAP_04K_TS_003,age,yr ka,57,0.202988372802734,16.5979284417996
NEAP_04K.Rickaby.2005,kiloyear/megayear axis,PalMod,NEAP_04K_TS_006,age,yr ka,57,0,23.53
NGHP_01_17.Gebregiorgis.2018,kiloyear/megayear axis,PalMod,NGHP_01_17_TS_001,age,yr ka,343,2.54510859887695,104.482176918553
NGHP_01_17.Gebregiorgis.2018,kiloyear/megayear axis,PalMod,NGHP_01_17_TS_003,age,yr ka,343,2.54554992675781,104.797360152397
NGHP_01_17.Gebregiorgis.2018,kiloyear/megayear axis,PalMod,NGHP_01_17_TS_006,age,yr ka,343,3,951.49
OCE326_GGC30.Sachs.Palmod.2007,kiloyear/megayear axis,PalMod,OCE326_GGC30_TS_001,age,yr ka,169,0.0288527452321574,10.6018744449089
OCE326_GGC30.Sachs.Palmod.2007,kiloyear/megayear axis,PalMod,OCE326_GGC30_TS_003,age,yr ka,169,0.038872501373291,10.5325187224651
OCE326_GGC30.Sachs.Palmod.2007,kiloyear/megayear axis,PalMod,OCE326_GGC30_TS_006,age,yr ka,169,0,12.92
ODP1012.Herbert.2002,kiloyear/megayear axis,PalMod,ODP1012_TS_001,age,yr ka,461,2.69192423889435,486.499282147216
ODP1012.Herbert.2002,kiloyear/megayear axis,PalMod,ODP1012_TS_003,age,yr ka,461,2.73638199757464,486.646007024863
ODP1012.Herbert.2002,kiloyear/megayear axis,PalMod,ODP1012_TS_006,age,yr ka,461,2.0482,508.33
ODP1016C.Yamamoto.2007,kiloyear/megayear axis,PalMod,ODP1016C_TS_001,age,yr ka,102,5.78529869970703,37.8381025505241
ODP1016C.Yamamoto.2007,kiloyear/megayear axis,PalMod,ODP1016C_TS_003,age,yr ka,102,5.78886499023437,37.7722214713097
ODP1016C.Yamamoto.2007,kiloyear/megayear axis,PalMod,ODP1016C_TS_006,age,yr ka,102,3.186,136.4747
ODP1020.Heusser.2006,kiloyear/megayear axis,PalMod,ODP1020_TS_001,age,yr ka,699,9.31225116210937,535.743522460752
ODP1020.Heusser.2006,kiloyear/megayear axis,PalMod,ODP1020_TS_003,age,yr ka,699,9.4538798828125,535.861004661652
ODP1020.Heusser.2006,kiloyear/megayear axis,PalMod,ODP1020_TS_006,age,yr ka,699,3.5,813.198
ODP1084B.Farmer.2005,kiloyear/megayear axis,PalMod,ODP1084B_TS_001,age,yr ka,227,1.21673676470947,21.2855071213374
ODP1084B.Farmer.2005,kiloyear/megayear axis,PalMod,ODP1084B_TS_003,age,yr ka,227,1.20329498291016,21.2688627186957
ODP1084B.Farmer.2005,kiloyear/megayear axis,PalMod,ODP1084B_TS_006,age,yr ka,227,0,21.262
ODP1090_TTN057_6.Hodell.2003,kiloyear/megayear axis,PalMod,ODP1090_TTN057_6_TS_001,age,yr ka,1293,0.498093222381592,132.951300504073
ODP1090_TTN057_6.Hodell.2003,kiloyear/megayear axis,PalMod,ODP1090_TTN057_6_TS_003,age,yr ka,1293,0.498346496582031,132.815808377266
ODP1090_TTN057_6.Hodell.2003,kiloyear/megayear axis,PalMod,ODP1090_TTN057_6_TS_006,age,yr ka,1293,0.83,2903.5
ODP1145.Oppo.2005,kiloyear/megayear axis,PalMod,ODP1145_TS_001,age,yr ka,280,5.80634201918519,133.42644993820701
ODP1145.Oppo.2005,kiloyear/megayear axis,PalMod,ODP1145_TS_003,age,yr ka,280,5.78041592407227,133.429973281448
ODP1145.Oppo.2005,kiloyear/megayear axis,PalMod,ODP1145_TS_006,age,yr ka,280,1.94,143
ODP1239.Dyez.2016,kiloyear/megayear axis,PalMod,ODP1239_TS_001,age,yr ka,1578,6.42384691796875,492.380105572706
ODP1239.Dyez.2016,kiloyear/megayear axis,PalMod,ODP1239_TS_003,age,yr ka,1578,6.4157451171875,492.14830436964
ODP1239.Dyez.2016,kiloyear/megayear axis,PalMod,ODP1239_TS_006,age,yr ka,1578,0.24,1500.4
ODP1239.Dyez.2016,kiloyear/megayear axis,PalMod,ODP1239_TS_009,age,yr ka,1578,1.67,1491.6
ODP807.Jian.2022,kiloyear/megayear axis,PalMod,ODP807_TS_001,age,yr ka,1718,8.03798049316406,535.684481183738
ODP807.Jian.2022,kiloyear/megayear axis,PalMod,ODP807_TS_003,age,yr ka,1718,8.04231005859375,536.061637464523
ODP807.Jian.2022,kiloyear/megayear axis,PalMod,ODP807_TS_006,age,yr ka,1718,4.5,399.4
ODP807.Jian.2022,kiloyear/megayear axis,PalMod,ODP807_TS_012,age,yr ka,1718,10,5024.879881
ODP846.Mix.2007,kiloyear/megayear axis,PalMod,ODP846_TS_001,age,yr ka,2836,8.90081943457031,130.444687436269
ODP846.Mix.2007,kiloyear/megayear axis,PalMod,ODP846_TS_003,age,yr ka,2836,8.921125,130.436034418106
ODP846.Mix.2007,kiloyear/megayear axis,PalMod,ODP846_TS_006,age,yr ka,2836,3.09,1834.9
ODP846.Mix.2007,kiloyear/megayear axis,PalMod,ODP846_TS_009,age,yr ka,2836,5.2282,5089.803
ODP849.Mix.2007,kiloyear/megayear axis,PalMod,ODP849_TS_001,age,yr ka,1241,1.43462183557224,131.08321571945
ODP849.Mix.2007,kiloyear/megayear axis,PalMod,ODP849_TS_003,age,yr ka,1241,1.47567498779297,131.102860415244
ODP849.Mix.2007,kiloyear/megayear axis,PalMod,ODP849_TS_006,age,yr ka,1241,3.585,4978.185
ODP980.Oppo.2006,kiloyear/megayear axis,PalMod,ODP980_TS_001,age,yr ka,6168,-0.836544205450892,133.995681923516
ODP980.Oppo.2006,kiloyear/megayear axis,PalMod,ODP980_TS_003,age,yr ka,6168,-0.842980610847473,134.025232049581
ODP980.Oppo.2006,kiloyear/megayear axis,PalMod,ODP980_TS_006,age,yr ka,6168,1.04,512.21
ODP980.Oppo.2006,kiloyear/megayear axis,PalMod,ODP980_TS_009,age,yr ka,6168,110.14,135.11
ODP980.Oppo.2006,kiloyear/megayear axis,PalMod,ODP980_TS_013,age,yr ka,6168,0,4659
ODP982.Lawrence.2009,kiloyear/megayear axis,PalMod,ODP982_TS_001,age,yr ka,1499,0.419123620432407,133.955275822812
ODP982.Lawrence.2009,kiloyear/megayear axis,PalMod,ODP982_TS_003,age,yr ka,1499,0.420383499145508,133.893878143787
ODP982.Lawrence.2009,kiloyear/megayear axis,PalMod,ODP982_TS_006,age,yr ka,1499,0,1002
ODP982.Lawrence.2009,kiloyear/megayear axis,PalMod,ODP982_TS_014,age,yr ka,1499,0,4012.228
ODP984C.Praetorius.2008,kiloyear/megayear axis,PalMod,ODP984C_TS_001,age,yr ka,3677,0.0904205995961595,23.3158988611968
ODP984C.Praetorius.2008,kiloyear/megayear axis,PalMod,ODP984C_TS_003,age,yr ka,3677,0.074721752166748,23.3125605860913
ODP984C.Praetorius.2008,kiloyear/megayear axis,PalMod,ODP984C_TS_006,age,yr ka,3677,0.448,25.3147
ODP984C.Praetorius.2008,kiloyear/megayear axis,PalMod,ODP984C_TS_009,age,yr ka,3677,0.446,11.0995
ODP984C.Praetorius.2008,kiloyear/megayear axis,PalMod,ODP984C_TS_013,age,yr ka,3677,0.306,2445.177
ODP_677.Shackleton.2011,kiloyear/megayear axis,PalMod,ODP_677_TS_001,age,yr ka,72,9.93720446386719,137.049724535956
ODP_677.Shackleton.2011,kiloyear/megayear axis,PalMod,ODP_677_TS_003,age,yr ka,72,10.0456997070313,137.012850495815
ODP_677.Shackleton.2011,kiloyear/megayear axis,PalMod,ODP_677_TS_006,age,yr ka,72,6,150
ODP_leg177_1093.Schneider-Mor.2012,kiloyear/megayear axis,FreeSoda,WEB-d0ef0-fc5c-4760-91ae-9d27d-dup,age,yr ka,54,10.95,151.51
ODP_leg177_1094.Schneider-Mor.2012,kiloyear/megayear axis,FreeSoda,WEB-d0ef0-fc5c-4760-91ae-9d27d-dup-dup,age,yr ka,65,0.45,150.07
OMEXII_9K_2.Hendry.2016,kiloyear/megayear axis,PalMod,OMEXII_9K_2_TS_001,age,yr ka,88,1.57724975183105,34.5643454288551
OMEXII_9K_2.Hendry.2016,kiloyear/megayear axis,PalMod,OMEXII_9K_2_TS_003,age,yr ka,88,1.55663500976562,34.605097645921
OMEXII_9K_2.Hendry.2016,kiloyear/megayear axis,PalMod,OMEXII_9K_2_TS_010,age,yr ka,88,0,36.54
P178_15P.Tierney.2015,kiloyear/megayear axis,PalMod,P178_15P_TS_001,age,yr ka,104,0.182537645540923,36.1273460388271
P178_15P.Tierney.2015,kiloyear/megayear axis,PalMod,P178_15P_TS_003,age,yr ka,104,0.168487745285034,36.1651178068072
P178_15P.Tierney.2015,kiloyear/megayear axis,PalMod,P178_15P_TS_006,age,yr ka,104,-0.018,39.485
P7.Pedersen.2008,kiloyear/megayear axis,PalMod,P7_TS_001,age,yr ka,54,9.23445608642578,28.410441713267
P7.Pedersen.2008,kiloyear/megayear axis,PalMod,P7_TS_003,age,yr ka,54,9.2258701171875,28.2394067993164
P7.Pedersen.2008,kiloyear/megayear axis,PalMod,P7_TS_006,age,yr ka,54,5.19,36.11
PBBC_1.Richey.2007,kiloyear/megayear axis,PalMod,PBBC_1_TS_001,age,yr ka,118,0.0550993183958456,1.41417375623335
PBBC_1.Richey.2007,kiloyear/megayear axis,PalMod,PBBC_1_TS_003,age,yr ka,118,0.0536402858793735,1.40741038496494
PBBC_1.Richey.2007,kiloyear/megayear axis,PalMod,PBBC_1_TS_006,age,yr ka,118,0,1.455294
PM9462_4.lastname.year,kiloyear/megayear axis,PalMod,PM9462_4_TS_001,age,yr ka,22,-0.00479064262111485,7.10773873834107
PM9462_4.lastname.year,kiloyear/megayear axis,PalMod,PM9462_4_TS_003,age,yr ka,22,-0.00489849638938904,7.11472577501833
POS200_10_28_1.Salgueiro.2014,kiloyear/megayear axis,PalMod,POS200_10_28_1_TS_001,age,yr ka,52,2.74868882104492,23.1088776564599
POS200_10_28_1.Salgueiro.2014,kiloyear/megayear axis,PalMod,POS200_10_28_1_TS_003,age,yr ka,52,2.76242993164063,23.0895456701517
POS200_10_28_1.Salgueiro.2014,kiloyear/megayear axis,PalMod,POS200_10_28_1_TS_006,age,yr ka,52,2.74,30
POS200_10_6_2.Baas.2002,kiloyear/megayear axis,PalMod,POS200_10_6_2_TS_001,age,yr ka,117,0.919486440961123,17.5939591977725
POS200_10_6_2.Baas.2002,kiloyear/megayear axis,PalMod,POS200_10_6_2_TS_003,age,yr ka,117,0.903985861539841,17.5927582071225
POS457_905_2.Mirzaloo.2019,kiloyear/megayear axis,lipdverseTest; PalMod,POS457_905_2_TS_001,age,yr ka,887,6.40747800439453,45.7876811252447
POS457_905_2.Mirzaloo.2019,kiloyear/megayear axis,lipdverseTest; PalMod,POS457_905_2_TS_003,age,yr ka,887,6.39686499023438,45.8750851541841
POS457_905_2.Mirzaloo.2019,kiloyear/megayear axis,lipdverseTest; PalMod,POS457_905_2_TS_006,age,yr ka,887,6.62,54.44
POS457_909_2.Mirzaloo.2019,kiloyear/megayear axis,PalMod,POS457_909_2_TS_001,age,yr ka,356,14.8399883974609,38.5229592678867
POS457_909_2.Mirzaloo.2019,kiloyear/megayear axis,PalMod,POS457_909_2_TS_003,age,yr ka,356,14.7130498046875,38.4888020616651
POS457_909_2.Mirzaloo.2019,kiloyear/megayear axis,PalMod,POS457_909_2_TS_006,age,yr ka,356,13.9,38.38
PS1388_3.Grobe.2011,kiloyear/megayear axis,PalMod,PS1388_3_TS_001,age,yr ka,141,6.05859249621582,134.243888210907
PS1388_3.Grobe.2011,kiloyear/megayear axis,PalMod,PS1388_3_TS_003,age,yr ka,141,6.22068505859375,134.062451730647
PS1652-2.Xiao.2016,kiloyear/megayear axis,FreeSoda,WEB-d0ef0-fc5c-4760-91ae-9d27d-dup-dup-dup,age,yr ka,52,0.73,32.83
PS1730_2.lastname.year,kiloyear/megayear axis,PalMod,PS1730_2_TS_001,age,yr ka,95,8.13602927148438,31.0293276731635
PS1730_2.lastname.year,kiloyear/megayear axis,PalMod,PS1730_2_TS_003,age,yr ka,95,8.12688500976563,30.9664446716309
PS1768-8.Esper.2014,kiloyear/megayear axis,FreeSoda,WEB-d0ef0-fc5c-4760-91ae-9d27d-dup-dup-dup-dup,age,yr ka,97,3.21,142.16
PS1778-5.Gersonde.2000,kiloyear/megayear axis,FreeSoda,WEB-d0ef0-fc5c-4760-91ae-9d27d-dup-dup-dup-dup-dup,age,yr ka,97,12,142.16
PS1878_3.Telesinski.2014,kiloyear/megayear axis,PalMod,PS1878_3_TS_001,age,yr ka,114,0.150598252332374,17.3511712470037
PS1878_3.Telesinski.2014,kiloyear/megayear axis,PalMod,PS1878_3_TS_003,age,yr ka,114,0.129025001525879,17.429628622055102
PS2082_1.Brathauer.2002,kiloyear/megayear axis,PalMod,PS2082_1_TS_001,age,yr ka,289,4.37271344812012,134.197957208694
PS2082_1.Brathauer.2002,kiloyear/megayear axis,PalMod,PS2082_1_TS_003,age,yr ka,289,4.14281494140625,134.479571028233
PS2102-2.Xiao.2016,kiloyear/megayear axis,FreeSoda,WEB-d0ef0-fc5c-4760-91ae-9d27d-dup-dup-dup-dup-dup-dup,age,yr ka,104,0.12,132.56
PS2138_1.Wollenburg.2004,kiloyear/megayear axis,PalMod,PS2138_1_TS_001,age,yr ka,345,12.553432484375,130.165516957062
PS2138_1.Wollenburg.2004,kiloyear/megayear axis,PalMod,PS2138_1_TS_003,age,yr ka,345,12.5575498046875,130.814566899168
PS2138_1.Wollenburg.2004,kiloyear/megayear axis,PalMod,PS2138_1_TS_006,age,yr ka,345,0.58,144.86
PS2138_1.Wollenburg.2004,kiloyear/megayear axis,PalMod,PS2138_1_TS_014,age,yr ka,345,0,145
PS2276-4.Gersonde.2000,kiloyear/megayear axis,FreeSoda,WEB-d0ef0-fc5c-4760-91ae-9d27d-dup-dup-dup-dup-dup-dup-dup,age,yr ka,70,0,130
PS2495_3.Groeneveld.2011,kiloyear/megayear axis,PalMod,PS2495_3_TS_001,age,yr ka,182,6.43639677514648,133.553235582329
PS2495_3.Groeneveld.2011,kiloyear/megayear axis,PalMod,PS2495_3_TS_003,age,yr ka,182,6.43094482421875,133.554721622297
PS2495_3.Groeneveld.2011,kiloyear/megayear axis,PalMod,PS2495_3_TS_006,age,yr ka,182,2,305
PS2495_3.Groeneveld.2011,kiloyear/megayear axis,PalMod,PS2495_3_TS_012,age,yr ka,182,5,164.8
PS2498_1.Anderson.2014,kiloyear/megayear axis,PalMod,PS2498_1_TS_001,age,yr ka,447,5.13710161761475,131.307138153284
PS2498_1.Anderson.2014,kiloyear/megayear axis,PalMod,PS2498_1_TS_003,age,yr ka,447,5.12439990234375,131.456908178611
PS2498_1.Anderson.2014,kiloyear/megayear axis,PalMod,PS2498_1_TS_006,age,yr ka,447,0.1,129.8
PS2499-5.Gersonde.2000,kiloyear/megayear axis,FreeSoda,WEB-d0ef0-fc5c-4760-91ae-9d27d-dup-dup-dup-dup-dup-dup-dup-dup,age,yr ka,88,0,130
PS2606-6.Xiao.2016,kiloyear/megayear axis,FreeSoda,WEB-d0ef0-fc5c-4760-91ae-9d27d-dup-dup-dup-dup-dup-dup-dup-dup-dup,age,yr ka,104,1.49,132.56
PS58_271-1.Esper.2014,kiloyear/megayear axis,FreeSoda,WEB-d0ef0-fc5c-4760-91ae-9d27d-dup-dup-dup-dup-dup-dup-dup-dup-dup-dup,age,yr ka,244,5.88,147.55
PS67_197-1.Xiao.2016,kiloyear/megayear axis,FreeSoda,WEB-d0ef0-fc5c-4760-91ae-9d27d-dup-dup-dup-dup-dup-dup-dup-dup-dup-dup-dup,age,yr ka,235,3.57,86.29
PS67_219-1.Xiao.2016,kiloyear/megayear axis,FreeSoda,WEB-d0ef0-fc5c-4760-91ae-9d27d-dup-dup-dup-dup-dup-dup-dup-dup-dup-dup-dup-dup,age,yr ka,235,5.03,150.4
PS75_056_1.Ullermann.2016,kiloyear/megayear axis,PalMod,PS75_056_1_TS_001,age,yr ka,243,7.15934745654297,128.646373416319
PS75_056_1.Ullermann.2016,kiloyear/megayear axis,PalMod,PS75_056_1_TS_003,age,yr ka,243,7.15006494140625,128.62895832932
PS75_056_1.Ullermann.2016,kiloyear/megayear axis,PalMod,PS75_056_1_TS_006,age,yr ka,243,6.3,259.6
PS75_059_2.Ullermann.2016,kiloyear/megayear axis,PalMod,PS75_059_2_TS_001,age,yr ka,2435,3.37924596606445,133.633303151996
PS75_059_2.Ullermann.2016,kiloyear/megayear axis,PalMod,PS75_059_2_TS_003,age,yr ka,2435,3.38632995605469,133.666124563717
PS75_059_2.Ullermann.2016,kiloyear/megayear axis,PalMod,PS75_059_2_TS_006,age,yr ka,2435,3,480
PS75_059_2.Ullermann.2016,kiloyear/megayear axis,PalMod,PS75_059_2_TS_009,age,yr ka,2435,0.414,473.832
PS75_072-4.Studer.2015,kiloyear/megayear axis,FreeSoda,WEB-d0ef0-fc5c-4760-91ae-9d27d-dup-dup-dup-dup-dup-dup-dup-dup-dup-dup-dup-dup-dup,age,yr ka,235,0.73,154.09
PS75_160_1.Hillenbrand.2017,kiloyear/megayear axis,PalMod,PS75_160_1_TS_001,age,yr ka,85,0.0105743543048501,7.90401198944525
PS75_160_1.Hillenbrand.2017,kiloyear/megayear axis,PalMod,PS75_160_1_TS_003,age,yr ka,85,-0.00879995489120483,7.91159559299499
PS75_160_1.Hillenbrand.2017,kiloyear/megayear axis,PalMod,PS75_160_1_TS_006,age,yr ka,85,1.19,9.197
PS75_167_1.Hillenbrand.2017,kiloyear/megayear axis,lipdverseTest; PalMod,PS75_167_1_TS_001,age,yr ka,47,7.57698151342359,9.38906229109922
PS75_167_1.Hillenbrand.2017,kiloyear/megayear axis,lipdverseTest; PalMod,PS75_167_1_TS_003,age,yr ka,47,7.58503633966446,9.39256608004719
PS75_167_1.Hillenbrand.2017,kiloyear/megayear axis,lipdverseTest; PalMod,PS75_167_1_TS_006,age,yr ka,47,1.794,10.699
R657.Weaver.2004,kiloyear/megayear axis,PalMod,R657_TS_001,age,yr ka,44,16.8537589024866,134.641454762976
R657.Weaver.2004,kiloyear/megayear axis,PalMod,R657_TS_003,age,yr ka,44,16.8502446327209,134.548630600877
R657.Weaver.2004,kiloyear/megayear axis,PalMod,R657_TS_006,age,yr ka,44,0,160.15
R657.Weaver.2004,kiloyear/megayear axis,PalMod,R657_TS_014,age,yr ka,44,1,83.0573
RAPiD_10_1P.Thornalley.2010,kiloyear/megayear axis,PalMod,RAPiD_10_1P_TS_001,age,yr ka,119,10.4550779955512,13.0001739831882
RAPiD_10_1P.Thornalley.2010,kiloyear/megayear axis,PalMod,RAPiD_10_1P_TS_003,age,yr ka,119,10.4453909606934,12.9970437436104
RAPiD_10_1P.Thornalley.2010,kiloyear/megayear axis,PalMod,RAPiD_10_1P_TS_006,age,yr ka,119,10.51,21.06
RAPiD_12_1K.Thornalley.2009,kiloyear/megayear axis,PalMod,RAPiD_12_1K_TS_001,age,yr ka,201,0.46501628945519,11.029636415939
RAPiD_12_1K.Thornalley.2009,kiloyear/megayear axis,PalMod,RAPiD_12_1K_TS_003,age,yr ka,201,0.472474727153778,11.0393108341886
RAPiD_12_1K.Thornalley.2009,kiloyear/megayear axis,PalMod,RAPiD_12_1K_TS_006,age,yr ka,201,0,11.8685
RAPiD_15_4P.Thornalley.2010,kiloyear/megayear axis,PalMod,RAPiD_15_4P_TS_001,age,yr ka,123,6.48808401513672,19.281612864392
RAPiD_15_4P.Thornalley.2010,kiloyear/megayear axis,PalMod,RAPiD_15_4P_TS_003,age,yr ka,123,6.49084008789062,19.2572731820498
RAPiD_15_4P.Thornalley.2010,kiloyear/megayear axis,PalMod,RAPiD_15_4P_TS_006,age,yr ka,123,6.079,20.402
RAPiD_15_4P.Thornalley.2010,kiloyear/megayear axis,PalMod,RAPiD_15_4P_TS_010,age,yr ka,123,7.089,21.114
RAPiD_17_5P.Thornalley.2010,kiloyear/megayear axis,PalMod,RAPiD_17_5P_TS_001,age,yr ka,130,8.9032251875,17.7987147622774
RAPiD_17_5P.Thornalley.2010,kiloyear/megayear axis,PalMod,RAPiD_17_5P_TS_003,age,yr ka,130,8.877615234375,17.807219411419702
RAPiD_17_5P.Thornalley.2010,kiloyear/megayear axis,PalMod,RAPiD_17_5P_TS_006,age,yr ka,130,3.993,21.766
RAPiD_17_5P.Thornalley.2010,kiloyear/megayear axis,PalMod,RAPiD_17_5P_TS_009,age,yr ka,130,7.568,21.478
RC11_120.Charles.2008,kiloyear/megayear axis,PalMod,RC11_120_TS_001,age,yr ka,439,0.49865102627033,77.6765029611973
RC11_120.Charles.2008,kiloyear/megayear axis,PalMod,RC11_120_TS_003,age,yr ka,439,0.501509994506836,77.6438537149429
RC11_120.Charles.2008,kiloyear/megayear axis,PalMod,RC11_120_TS_024,age,yr ka,439,0.75,294
RC11_120.Charles.2008,kiloyear/megayear axis,PalMod,RC11_120_TS_029,age,yr ka,439,2.7,293.7
RC11_120.Charles.2008,kiloyear/megayear axis,PalMod,RC11_120_TS_035,age,yr ka,439,1,293.6
RC11_83.Charles.2003,kiloyear/megayear axis,PalMod,RC11_83_TS_001,age,yr ka,303,6.90909323047519,58.9579939975399
RC11_83.Charles.2003,kiloyear/megayear axis,PalMod,RC11_83_TS_003,age,yr ka,303,6.94309795761108,59.2034647592893
RC11_83.Charles.2003,kiloyear/megayear axis,PalMod,RC11_83_TS_006,age,yr ka,303,1.267,74.2
RC13_110.Mix.2008,kiloyear/megayear axis,PalMod,RC13_110_TS_001,age,yr ka,415,1.78761566489255,130.182606611085
RC13_110.Mix.2008,kiloyear/megayear axis,PalMod,RC13_110_TS_003,age,yr ka,415,1.81684002685547,130.298417403221
RC13_110.Mix.2008,kiloyear/megayear axis,PalMod,RC13_110_TS_006,age,yr ka,415,0.36,735.18
RC13_110.Mix.2008,kiloyear/megayear axis,PalMod,RC13_110_TS_011,age,yr ka,415,0.36,752.05
RC13_228.lastname.year,kiloyear/megayear axis,PalMod,RC13_228_TS_001,age,yr ka,260,5.64021666845703,131.648982678735
RC13_228.lastname.year,kiloyear/megayear axis,PalMod,RC13_228_TS_003,age,yr ka,260,5.6628349609375,131.650829029804
RC13_228.lastname.year,kiloyear/megayear axis,PalMod,RC13_228_TS_006,age,yr ka,260,0.55,29.97
RC13_229.Oppo.2008,kiloyear/megayear axis,PalMod,RC13_229_TS_001,age,yr ka,317,6.8351122253418,137.17625616869
RC13_229.Oppo.2008,kiloyear/megayear axis,PalMod,RC13_229_TS_003,age,yr ka,317,6.88117504882812,137.098398436525
RC13_229.Oppo.2008,kiloyear/megayear axis,PalMod,RC13_229_TS_008,age,yr ka,317,6.06,31.99
RC16_119.Oppo.2002,kiloyear/megayear axis,PalMod,RC16_119_TS_001,age,yr ka,28,2.52956370117187,26.4115249261923
RC16_119.Oppo.2002,kiloyear/megayear axis,PalMod,RC16_119_TS_003,age,yr ka,28,2.53549011230469,26.3655310063362
RC16_84.Oppo.2002,kiloyear/megayear axis,PalMod,RC16_84_TS_001,age,yr ka,35,3.11216009521484,35.0220335350785
RC16_84.Oppo.2002,kiloyear/megayear axis,PalMod,RC16_84_TS_003,age,yr ka,35,3.1134599609375,34.9981484806538
RS147_GC07.Sikes.2009,kiloyear/megayear axis,PalMod,RS147_GC07_TS_001,age,yr ka,130,0.676329653918266,32.0192963745859
RS147_GC07.Sikes.2009,kiloyear/megayear axis,PalMod,RS147_GC07_TS_003,age,yr ka,130,0.672424987792969,32.0999301620579
RS147_GC07.Sikes.2009,kiloyear/megayear axis,PalMod,RS147_GC07_TS_006,age,yr ka,130,0.519,93.761
RS147_GC14.Sikes.2009,kiloyear/megayear axis,PalMod,RS147_GC14_TS_001,age,yr ka,80,7.05589109375,129.769726372163
RS147_GC14.Sikes.2009,kiloyear/megayear axis,PalMod,RS147_GC14_TS_003,age,yr ka,80,7.121,129.827026398666
RS147_GC14.Sikes.2009,kiloyear/megayear axis,PalMod,RS147_GC14_TS_006,age,yr ka,80,1,154.884
SAT_048A.Frozza.2020,kiloyear/megayear axis,PalMod,SAT_048A_TS_001,age,yr ka,50,5.76080059619141,42.0273709582868
SAT_048A.Frozza.2020,kiloyear/megayear axis,PalMod,SAT_048A_TS_003,age,yr ka,50,5.75071997070313,42.1279476731795
SCS90_36.Huang.2002,kiloyear/megayear axis,PalMod,SCS90_36_TS_001,age,yr ka,93,0.848110724060059,29.9897775584857
SCS90_36.Huang.2002,kiloyear/megayear axis,PalMod,SCS90_36_TS_003,age,yr ka,93,0.838704010009766,30.0631734784324
SCS90_36.Huang.2002,kiloyear/megayear axis,PalMod,SCS90_36_TS_006,age,yr ka,93,0.9,26.3
SK157_14.Ahmad.2008,kiloyear/megayear axis,PalMod,SK157_14_TS_001,age,yr ka,59,3.05420682481003,41.6757342389145
SK157_14.Ahmad.2008,kiloyear/megayear axis,PalMod,SK157_14_TS_003,age,yr ka,59,3.03996238327026,41.5995032944679
SK157_14.Ahmad.2008,kiloyear/megayear axis,PalMod,SK157_14_TS_006,age,yr ka,59,2.434,62
SK157_4.Saraswat.2005,kiloyear/megayear axis,PalMod,SK157_4_TS_001,age,yr ka,132,5.0000464208177,18.9446240777239
SK157_4.Saraswat.2005,kiloyear/megayear axis,PalMod,SK157_4_TS_003,age,yr ka,132,5.00118072650909,19.0540258951759
SK157_4.Saraswat.2005,kiloyear/megayear axis,PalMod,SK157_4_TS_006,age,yr ka,132,5.4344,137.3333
SK168_GC_1.Gebregiorgis.2016,kiloyear/megayear axis,PalMod,SK168_GC_1_TS_001,age,yr ka,94,0.773646489746094,43.133665616665
SK168_GC_1.Gebregiorgis.2016,kiloyear/megayear axis,PalMod,SK168_GC_1_TS_003,age,yr ka,94,0.759410491943359,43.1132048621069
SK168_GC_1.Gebregiorgis.2016,kiloyear/megayear axis,PalMod,SK168_GC_1_TS_006,age,yr ka,94,0.88,53.46
SK17.Anand.2008,kiloyear/megayear axis,PalMod,SK17_TS_001,age,yr ka,113,1.35619686142506,27.9170637619273
SK17.Anand.2008,kiloyear/megayear axis,PalMod,SK17_TS_003,age,yr ka,113,1.33795130133629,27.9237229579567
SK17.Anand.2008,kiloyear/megayear axis,PalMod,SK17_TS_006,age,yr ka,113,0.97,29.17
SK200_22a.Nair.2019,kiloyear/megayear axis,FreeSoda,WEB-d0ef0-fc5c-4760-91ae-9d27d-dup-dup-dup-dup-dup-dup-dup-dup-dup-dup-dup-dup-dup-dup,age,yr ka,163,2.1,94.86
SK200_27.Nair.2019,kiloyear/megayear axis,FreeSoda,WEB-d0ef0-fc5c-4760-91ae-9d27d-dup-dup-dup-dup-dup-dup-dup-dup-dup-dup-dup-dup-dup-dup-dup,age,yr ka,227,1.37,72.87
SK200_33.Ghadi.2020,kiloyear/megayear axis,FreeSoda,WEB-d0ef0-fc5c-4760-91ae-9d27d-dup-dup-dup-dup-dup-dup-dup-dup-dup-dup-dup-dup-dup-dup-dup-dup,age,yr ka,96,6.15,150.29
SK218_1.Govil.2011,kiloyear/megayear axis,PalMod,SK218_1_TS_001,age,yr ka,52,0.350055130664527,31.8182632603579
SK218_1.Govil.2011,kiloyear/megayear axis,PalMod,SK218_1_TS_003,age,yr ka,52,0.375740493774414,31.8007747402191
SK218_1.Govil.2011,kiloyear/megayear axis,PalMod,SK218_1_TS_006,age,yr ka,52,0.3,32.26
