dataset,flag,compilations,tsid,variableName,units,n_values,min,max
V19_30.Shackleton.2011,kiloyear/megayear axis,PalMod,V19_30_TS_010,age,yr ka,813,0,340.5
V19_30.Shackleton.2011,kiloyear/megayear axis,PalMod,V19_30_TS_015,age,yr ka,813,1,25.43
V22_108.Charles.2008,kiloyear/megayear axis,PalMod,V22_108_TS_001,age,yr ka,136,6.42711350219727,134.417237717606
V22_108.Charles.2008,kiloyear/megayear axis,PalMod,V22_108_TS_003,age,yr ka,136,6.423455078125,134.524173049927
V22_108.Charles.2008,kiloyear/megayear axis,PalMod,V22_108_TS_006,age,yr ka,136,5,243
V23_81.Jansen.2003,kiloyear/megayear axis,PalMod,V23_81_TS_001,age,yr ka,207,1.59134299843386,37.4492620250714
V23_81.Jansen.2003,kiloyear/megayear axis,PalMod,V23_81_TS_003,age,yr ka,207,1.57594521831021,37.3871387622212
V24_253.Oppo.2002,kiloyear/megayear axis,PalMod,V24_253_TS_001,age,yr ka,20,2.77887073999023,21.5991849992388
V24_253.Oppo.2002,kiloyear/megayear axis,PalMod,V24_253_TS_003,age,yr ka,20,2.78031506347656,21.6104687128067
V25_59.Sarnthein.2008,kiloyear/megayear axis,PalMod,V25_59_TS_001,age,yr ka,281,7.20785254026651,33.6241165883942
V25_59.Sarnthein.2008,kiloyear/megayear axis,PalMod,V25_59_TS_003,age,yr ka,281,7.1884928894043,33.5805027434405
V25_59.Sarnthein.2008,kiloyear/megayear axis,PalMod,V25_59_TS_010,age,yr ka,281,0,33.1
V28_122.Schmidt.2004,kiloyear/megayear axis,PalMod,V28_122_TS_001,age,yr ka,118,3.0401542390821,20.5180662680377
V28_122.Schmidt.2004,kiloyear/megayear axis,PalMod,V28_122_TS_003,age,yr ka,118,3.0317473487854,20.5117577273171
V28_122.Schmidt.2004,kiloyear/megayear axis,PalMod,V28_122_TS_006,age,yr ka,118,0.2,25
V28_122.Schmidt.2004,kiloyear/megayear axis,PalMod,V28_122_TS_009,age,yr ka,118,3.13,41.04
V28_127.Oppo.2008,kiloyear/megayear axis,PalMod,V28_127_TS_001,age,yr ka,192,0.550209582337886,133.219994609908
V28_127.Oppo.2008,kiloyear/megayear axis,PalMod,V28_127_TS_003,age,yr ka,192,0.537352508544922,133.396811592102
V28_14.KELLOGG.2009,kiloyear/megayear axis,PalMod,V28_14_TS_001,age,yr ka,101,1.47172292476714,131.501123867445
V28_14.KELLOGG.2009,kiloyear/megayear axis,PalMod,V28_14_TS_003,age,yr ka,101,1.4661912612915,131.924873541098
V29_135.Sarnthein.2004,kiloyear/megayear axis,PalMod,V29_135_TS_001,age,yr ka,121,3.64391965063477,135.051852764881
V29_135.Sarnthein.2004,kiloyear/megayear axis,PalMod,V29_135_TS_003,age,yr ka,121,3.62190991210938,135.084876001966
V29_135.Sarnthein.2004,kiloyear/megayear axis,PalMod,V29_135_TS_006,age,yr ka,121,0.1,57.6
V29_202.Oppo.2004,kiloyear/megayear axis,PalMod,V29_202_TS_001,age,yr ka,249,0.484593762227416,135.798882371773
V29_202.Oppo.2004,kiloyear/megayear axis,PalMod,V29_202_TS_003,age,yr ka,249,0.48010400390625,135.786377420349
V29_204.Curry.2011,kiloyear/megayear axis,PalMod,V29_204_TS_001,age,yr ka,216,0.506262613695622,18.4876029916161
V29_204.Curry.2011,kiloyear/megayear axis,PalMod,V29_204_TS_003,age,yr ka,216,0.503210006713867,18.4566615182925
V29_204.Curry.2011,kiloyear/megayear axis,PalMod,V29_204_TS_006,age,yr ka,216,0.88,58.44
V29_204.Curry.2011,kiloyear/megayear axis,PalMod,V29_204_TS_009,age,yr ka,216,5.76,58.44
V30_49.Sarnthein.2008,kiloyear/megayear axis,PalMod,V30_49_TS_001,age,yr ka,327,1.49004938348293,136.971937235587
V30_49.Sarnthein.2008,kiloyear/megayear axis,PalMod,V30_49_TS_003,age,yr ka,327,1.50479498291016,136.935293804884
V30_49.Sarnthein.2008,kiloyear/megayear axis,PalMod,V30_49_TS_007,age,yr ka,327,0.4,25.7
W8402A_14.Jasper.2004,kiloyear/megayear axis,PalMod,W8402A_14_TS_001,age,yr ka,225,5.06720060900879,133.681764802552
W8402A_14.Jasper.2004,kiloyear/megayear axis,PalMod,W8402A_14_TS_003,age,yr ka,225,5.10452001953125,133.706190118299
W8402A_14.Jasper.2004,kiloyear/megayear axis,PalMod,W8402A_14_TS_006,age,yr ka,225,0.6,257.5
W8402A_14.Jasper.2004,kiloyear/megayear axis,PalMod,W8402A_14_TS_014,age,yr ka,225,0.31,229
W8709A_13.Lyle.2008,kiloyear/megayear axis,PalMod,W8709A_13_TS_001,age,yr ka,534,7.28242875967087,35.3267302633778
W8709A_13.Lyle.2008,kiloyear/megayear axis,PalMod,W8709A_13_TS_003,age,yr ka,534,7.32995434570313,35.3611696186781
W8709A_13.Lyle.2008,kiloyear/megayear axis,PalMod,W8709A_13_TS_008,age,yr ka,534,6.67,73.91
W8709A_13.Lyle.2008,kiloyear/megayear axis,PalMod,W8709A_13_TS_010,age,yr ka,534,6.34,67.84
WIND_28K.Johnstone.2014,kiloyear/megayear axis,PalMod,WIND_28K_TS_001,age,yr ka,218,8.22770986299038,135.394904545751
WIND_28K.Johnstone.2014,kiloyear/megayear axis,PalMod,WIND_28K_TS_003,age,yr ka,218,8.22645813179016,135.314201925323
WIND_28K.Johnstone.2014,kiloyear/megayear axis,PalMod,WIND_28K_TS_006,age,yr ka,218,8.04,166.29
WIND_28K.Johnstone.2014,kiloyear/megayear axis,PalMod,WIND_28K_TS_009,age,yr ka,218,8.04,166.29
WIND_28K.Johnstone.2014,kiloyear/megayear axis,PalMod,WIND_28K_TS_014,age,yr ka,218,8.04,148.57
WIND_28K.Johnstone.2014,kiloyear/megayear axis,PalMod,WIND_28K_TS_019,age,yr ka,218,8.04,166.29
Y69_106.Lyle.2002,kiloyear/megayear axis,PalMod,Y69_106_TS_001,age,yr ka,261,5.335241700037,129.623771328131
Y69_106.Lyle.2002,kiloyear/megayear axis,PalMod,Y69_106_TS_003,age,yr ka,261,5.37568701171875,129.661926350355
Y69_106.Lyle.2002,kiloyear/megayear axis,PalMod,Y69_106_TS_006,age,yr ka,261,3.72,164.69
Y69_71P.Lyle.2002,kiloyear/megayear axis,PalMod,Y69_71P_TS_001,age,yr ka,222,5.52411977758789,130.602251338032
Y69_71P.Lyle.2002,kiloyear/megayear axis,PalMod,Y69_71P_TS_003,age,yr ka,222,5.52964013671875,130.57728489189
Y69_71P.Lyle.2002,kiloyear/megayear axis,PalMod,Y69_71P_TS_006,age,yr ka,222,0.72,154.7
Y71_06_12.Shackleton.2013,kiloyear/megayear axis,PalMod,Y71_06_12_TS_001,age,yr ka,45,3.5603695050354,135.235380336105
Y71_06_12.Shackleton.2013,kiloyear/megayear axis,PalMod,Y71_06_12_TS_003,age,yr ka,45,3.5042099609375,135.108722950182
Y71_3_2.Pisias.2004,kiloyear/megayear axis,PalMod,Y71_3_2_TS_001,age,yr ka,141,64.163713609375,129.757941451913
Y71_3_2.Pisias.2004,kiloyear/megayear axis,PalMod,Y71_3_2_TS_003,age,yr ka,141,64.258548828125,129.799971242428
Y71_3_2.Pisias.2004,kiloyear/megayear axis,PalMod,Y71_3_2_TS_006,age,yr ka,141,10.41,176.75
Y74_2_22.Lyle.2006,kiloyear/megayear axis,PalMod,Y74_2_22_TS_001,age,yr ka,229,5.3721819498291,129.02383461116
Y74_2_22.Lyle.2006,kiloyear/megayear axis,PalMod,Y74_2_22_TS_003,age,yr ka,229,5.41160498046875,129.124254495653
Y74_2_22.Lyle.2006,kiloyear/megayear axis,PalMod,Y74_2_22_TS_006,age,yr ka,229,0.21,660.83
893A.Kennet.2007,name and units disagree,HoloceneAbruptChange; NAm21k-noPollen; Temp12k; Temp24k,LPD0779737ddp,age,yr ad,256,-200,1881
Andalusia.Rodrigo.1999,name and units disagree,NA,RPmMSUO1R5UNJhOTD,age,yr ad,497,1501,1997
Anshupa.Palar.2025,name and units disagree,NA,WEB-adc0e-aec6-41af-a7a7-b11bb,age,yr ad,124,1297,2006
Anshupa.Palar.2025,name and units disagree,NA,WEB-b6162-36de-4683-9be0-0123a,age,yr ad,34,1297,2006
Anshupa.Palar.2025,name and units disagree,NA,WEB-54de7-ca6a-4c3e-8b8c-2933a,age,yr ad,34,1297,2006
BAM80-E17.Harris.2025,name and units disagree,NA,WEB-bb643-12b1-498e-a83b-f9a34,age,yr ad,196,744,1976
BAP82-30BC.Harris.2025,name and units disagree,NA,missRlrGMOtatwJUiCuXG,age,yr ad,55,1819,1979
BalkanPenunsila.Klippel.2018,name and units disagree,NA,RVOXPWdniZLbouWSg,age,yr ad,1286,730,2015
Bern.Gimmi.2007,name and units disagree,NA,RlDSreHUjN5SdcVAj,age,yr ad,227,1760,2003
Bidoup.Buckley.2010,name and units disagree,NA,WEB-163c7-5710-4584-926c-e6a41,age,yr ad,726,1285,2010
Bohemia.Dobrovolný.2018,name and units disagree,NA,Rtv39mwhYr3fPaNdi,age,yr ad,974,1040,2013
Bohemia.Mozny.2016,name and units disagree,NA,R9fANLkuCgmrbJjHR,age,yr ad,514,1499,2012
BurgundianLowCountries.Camenisch.2015,name and units disagree,NA,R5J0NV7OHY1jhxBwZ,age,yr ad,96,1404,1499
CalimaniMountains.Nagavciuc.2022,name and units disagree,NA,RWADgpqfTe1VHZuE7,age,yr ad,643,1370,2012
CanaryIsland.Garcia.2003,name and units disagree,NA,RBdFbMDzhxGczwezK,age,yr ad,242,1595,1836
Capetown.Hannaford.2015,name and units disagree,NA,RQELQsbhgWV16xZTJ,age,yr ad,58,1796,1853
CentralEurope.Büntgen.2011,name and units disagree,NA,R5oqLk936dL8lfKdX,age,yr ad,2407,-398,2008
CentralGermany.Büntgen.2010,name and units disagree,NA,Rc2miNe9UhjIfShlx,age,yr ad,1010,996,2005
CentralMongolia.Hessl.2018,name and units disagree,NA,Rmxdtdt0DZbgbmoyT,age,yr ad,2061,-49,2011
ChinHills.Rao.2020,name and units disagree,NA,WEB-b3bd5-b85f-4138-914d-7f55d,age,yr ad,352,1662,2013
CoorongLagoon.Chamberlayne.2023,name and units disagree,NA,WEB-940a6-6be4-4ba1-ace4-9c3b5,age,yr ad,8,NA,NA
Cordoba.PrietoHerrera.2001,name and units disagree,NA,RCM1K1C89KnesO3mg,age,yr ad,306,1701,2006
Core17940,name and units disagree,HoloceneAbruptChange,LPDe7e3cd79dp,age,yr ad,125,56.08,336.17
CzechLands.Dobrovolny.2015,name and units disagree,NA,RvoFDfKnBJry2reuc,age,yr ad,510,1501,2010
DeSotoNationalForest.Bregy.2022,name and units disagree,Hydroclimate2k,PCU-95b63583b4f047c,age,yr ad,473,1540,2012
E5.Daniels.2021,name and units disagree,HoloceneAbruptChange; RapidArcticWarming; Temp24k,WEB9276daf4,age,yr ad,477,-62,31665
E5.Daniels.2021,name and units disagree,HoloceneAbruptChange; RapidArcticWarming; Temp24k,WEB260d828f,age,yr ad,143,-61.5,32086
EastAnglia.Cooper.2013,name and units disagree,NA,RZzg3s2eO5rMuuhqX,age,yr ad,1110,900,2009
EastAnglia.Pribyl.2017,name and units disagree,NA,RCcatFDXt3bc0Qgzv,age,yr ad,193,1256,1448
EasternRockies.StGeorge.2009,name and units disagree,NA,R6Bcbwx5FE5yck0He,age,yr ad,482,1523,2004
Ejulve.Moreno.2017,name and units disagree,HoloceneAbruptChange,WEB018c6621,age,yr ad,266,2704,6143
Ejulve.Moreno.2017,name and units disagree,HoloceneAbruptChange,WEB1a8b6923,age,yr ad,53,2704,6111
ElJunco.Conroy.2008,name and units disagree,NA,missRaho2c78lRSnpmAih,age,yr ad,351,-7241,2004
ElJunco.Conroy.2008,name and units disagree,NA,missRROsz6Eac4qBMSnNL,age,yr ad,71,-7241,1979
ElJunco.Zhang.2014,name and units disagree,NA,missRj98AwNRZy7BUJM6i,age,yr ad,52,-779,2001
ElJunco.Zhang.2014,name and units disagree,NA,missR9Pe5rvttlKEEJ5Sb,age,yr ad,62,-901.9,2001.2
ElJunco.Zhang.2014,name and units disagree,NA,missRlCva0XKlGkOcOl8R,age,yr ad,17,-779,2001
Emerald.Anderson.2022,name and units disagree,NA,RDw8WfCV6wUHdkisB,age,yr ad,221,-5209.26,1989.75
Fanning.Sanchez.2020,name and units disagree,NA,missRKYkIkPNRzFjWljEC,age,yr ad,291,1863.42,1887.58
Fanning.Sanchez.2020,name and units disagree,NA,missRcHjNu21Wz5yHsMkZ,age,yr ad,440,1907.42,1944
Fanning.Sanchez.2020,name and units disagree,NA,missRY1VXnB6Q5hjdSCbJ,age,yr ad,673,1949.54,2005.54
FerdeLanceEtang.ONeill-Sanger.2021,name and units disagree,hydroclimate2k,WEB-94be2-0e24-4778-9ab1-1c7f3,age,yr ad,101,-331,2018
GergisAshcroft.2013,name and units disagree,NA,Raz1VWKqeIgQgq00I,age,yr ad,221,1788,2008
Germany.GlaserKahle.2020,name and units disagree,NA,R6VyIBfUCDw8s5Jjm,age,yr ad,520,1500,2019
Guatemala.GuevaraMurua.2018,name and units disagree,NA,RYehv4FLgbnKetRUr,age,yr ad,306,1640,1945
GulfofKhambat.AdamsonNash.2014,name and units disagree,NA,RPQ9NS4X8kT6AQ0OQ,age,yr ad,80,1781,1860
HERCUFCentralFrance.Hureau.2026,name and units disagree,NA,RXWo3Np1eOk8AsmlH,age,yr ad,66,1958,2023
JunaDownsGully.ODonnell.2015,name and units disagree,NA,R0eVomFH2HbXfa6Yg,age,yr ad,251,1761,2011
Kalliojarvi.Saarni.2016,name and units disagree,hydroclimate2k,WEB-4776c-c38d-48a1-a431-f4511,age,yr ad,4083,-2183,1900
KecheLake.Chipman.2012,name and units disagree,hydroclimate2k,WEB-df88e-9f90-4f77-8915-d1ae5,age,yr ad,296,-1445.6,2007.7
KimHy.Hansen.2017,name and units disagree,NA,WEB-20820-c979-4392-990e-7a22c,age,yr ad,350,1666,2015
Kirirom.Nguyen.2021,name and units disagree,NA,WEB-2a730-335e-4d13-91c4-853a7,age,yr ad,273,1734,2006
KonKaKinh.Buckley.2019,name and units disagree,NA,WEB-952f3-e1f1-459e-bc87-2bea4,age,yr ad,957,1057,2013
KwaZulu-Natal.Nash.2016,name and units disagree,NA,RXKj1G6CzawoZsoCP,age,yr ad,164,1837,2000
LS12THAY,name and units disagree,hydroclimate2k; iso2k; lipdverseTest,missR6jHX1q9EqlmRtd46,age,yr ad,572,1433,2004
LS15DOCH,name and units disagree,iso2k,RVB6yrNdVhvpZ4SzL,age,yr ad,88,-1489,1391
LS15DOSA,name and units disagree,iso2k,RyNHqx8zMet01m2AY,age,yr ad,97,-2928,1712
LakeBarrine.Sun.2023,name and units disagree,NA,missRLYVWMzzh2h9Gwaop,year,yr bp,60,-0.04,2.92
LakeBarrine.Sun.2023,name and units disagree,NA,missRODXeTmnQolmWhUpq,age,yr ad,60,-969.7,1989.8
LakeDeborahEast.ODonnell.2021,name and units disagree,NA,WEB-d76e8-c86a-4f3d-901b-9c45e,age,yr ad,638,1380,2017
LakeEdward.Russell.2007,name and units disagree,hydroclimate2k,WEB-c2adb-5caa-473c-8fb0-a1752,age,yr ad,363,551.9,1974
Lesotho.NashGrab.2010,name and units disagree,NA,RRmIDhLEaz8AJWhsK,age,yr ad,172,1825,1996
LeteaForest.Nagavciuc.2025,name and units disagree,NA,RxXQXPo0yhrQVu2NJ,age,yr ad,214,1807,2020
Linnevatnet.Lapointe.2023,name and units disagree,hydroclimate2k,WEB-9fac9-f400-4ec1-bfa6-3ef29,age,yr ad,2013,-8,2017
Linnevatnet.Lapointe.2023,name and units disagree,hydroclimate2k,WEB-def9c-d734-4764-a477-3e339,age,yr ad,2024,-6,2017
MaeHongSon.Buckley.2007,name and units disagree,NA,WEB-41763-1690-4352-9911-9cd4c,age,yr ad,446,1560,2005
Maingtha.DArrigo.2011,name and units disagree,NA,WEB-fe85b-d169-4d71-99b4-0d4bc,age,yr ad,397,1613,2009
Martin.Bird.2017,name and units disagree,NA,R7gYz7QsXBFbrOpXj,age,yr ad,503,-5155.5,2012
Martin.Bird.2017,name and units disagree,NA,R9KhvlOURTDVs0eYR,age,yr ad,466,-5298.5,2013
Molinos.Moreno.2017,name and units disagree,HoloceneAbruptChange,WEB018c6621-dup,age,yr ad,85,4727,8321
Molinos.Moreno.2017,name and units disagree,HoloceneAbruptChange,WEB1a8b6923-dup,age,yr ad,141,3253,6812
Mthatha.Hannaford.2015,name and units disagree,NA,RbNrzQoPnOvFoefmN,age,yr ad,58,1797,1854
MuCangChai.Sano.2009,name and units disagree,NA,WEB-92472-9246-4a6d-b66c-5a4c3,age,yr ad,535,1470,2004
Mumbai.AdamsonNash.2014,name and units disagree,NA,RYCS2u7cdzxNWV83y,age,yr ad,79,1781,1859
NESpainMediterranean.Tejedor.2019,name and units disagree,NA,R95pwUoImStiokfPW,age,yr ad,250,1650,1899
NamNao.Buckley.1995,name and units disagree,NA,WEB-d8ab9-a55a-4fed-a67b-9fc67,age,yr ad,214,1788,2001
Namaqualand.Vogel.1989,name and units disagree,NA,Rw6rbpyTBQg21ORR8,age,yr ad,180,1817,1996
Namibia.GrabZumthurm.2018,name and units disagree,NA,Rk7PT5UihgBG6ox3q,age,yr ad,55,1845,1899
NightcliffReef.Patterson.2023,name and units disagree,NA,missRnVz5D5Y0q11OZsR3,age,yr ad,2489,1776.625,1983.958
NightcliffReef.Patterson.2023,name and units disagree,NA,missRjJWqNozf5f5b3cWs,age,yr ad,1245,1776.583,1983.917
NorthEasternGermany.Scharnweber.2019,name and units disagree,NA,RTPuFEGm4Zb4fwr00,age,yr ad,1042,973,2014
NorthwesternOntario.StGeorge.2009,name and units disagree,NA,RjRMqshNo2aJAOV7Q,age,yr ad,161,1839,1999
OngokeLake.Chipman.2004,name and units disagree,NA,WEB-2d26b-2e04-441c-9e46-97ba1,age,yr ad,92,-48.5,2004
OngokeLake.Chipman.2004,name and units disagree,NA,WEB-d5ccd-3f52-42e9-897e-e01fa,age,yr ad,92,-80.7,2003.3
Opel.OyogosYar.2017,name and units disagree,HoloceneAbruptChange; lipdverseTest; RapidArcticWarming,WEB7b2e670f,age,yr ad,20,-15342,2003.5
Palmyra.Sanchez.2020,name and units disagree,NA,WEB-0b7c2-d9eb-48d5-8828-b5442,age,yr ad,250,1995.75,2016.5
Palmyra.Sanchez.2020,name and units disagree,NA,missRhPVKtQKvkk3VQ3RD,age,yr ad,1566,1886.13,2016.53
Petchaburi.Nguyen.2021,name and units disagree,NA,WEB-4aa32-d573-4c1f-af6b-e7304,age,yr ad,133,1874,2006
PhaTaem.Nguyen.2021,name and units disagree,NA,WEB-278a6-9ae6-400d-b7d6-3c23e,age,yr ad,120,1886,2005
PhouKhaoKhouay.Buckley.2007,name and units disagree,NA,WEB-10cb0-37d6-4ef7-83c4-4888a,age,yr ad,263,1743,2005
PhuKradung.DArrigo.1997,name and units disagree,NA,WEB-e0fde-38b3-4238-a35d-30b46,age,yr ad,378,1616,1993
PhuToei.Cook.2010,name and units disagree,NA,WEB-98621-dec8-4f2a-9333-bdcb8,age,yr ad,314,1693,2006
PuMat.Buckley.2019,name and units disagree,NA,WEB-356ab-5deb-4648-83fb-f8762,age,yr ad,450,1555,2004
Pune.AdamsonNash.2014,name and units disagree,NA,RXK3xJ8Ij3473BI8L,age,yr ad,80,1781,1860
QuangNam.Buckley.2017,name and units disagree,NA,WEB-20ddd-3693-4d71-95cd-ba8ac,age,yr ad,662,1347,2008
Rewalsar.Singh.2020,name and units disagree,NA,missRFCDKfBOaxPgYffEh,age,yr ad,1189,-1212.4,2011.9
Rewalsar.Singh.2020,name and units disagree,NA,missRqUy1p2IQSjYbQnoP,age,yr ad,393,-1212.39,2007.67
RoyalNationalPark.Hannaford.2015,name and units disagree,NA,R7nQvqT8gJ1EnG13F,age,yr ad,58,1797,1854
SS8.Anderson.2012,name and units disagree,NAm21k-noPollen; RapidArcticWarming,LPDe85bf987_2,age,yr ad,124,52,442
SalaengLuang.Buckley.1995,name and units disagree,NA,WEB-9d496-a5a5-493b-ade8-17619,age,yr ad,329,1673,2001
SanLuang.Cook.2010,name and units disagree,NA,WEB-1bbfc-3ff2-4126-a756-3dad9,age,yr ad,184,1822,2005
SantaFeCorrientes.Prieto.2007,name and units disagree,NA,R2OKVM5d1Dq6PR2JA,age,yr ad,404,1590,1993
SantiagoDeChile.Taulis.1934,name and units disagree,NA,R0CEDjD1PTCdL2Jxj,age,yr ad,467,1540,2006
SevenMile.Anderson.2011,name and units disagree,NA,RAb6FqnjTIdQ9iJM8,age,yr ad,162,-2890,1999
Shijiazhuang.Ge.2005,name and units disagree,NA,R8KgW4j3Qn1m3KlkJ,age,yr ad,175,1736,1910
Shilloi.Yadav.2022,name and units disagree,NA,missRGyfE9xROZ4vQH8ce,age,yr ad,46,68.67,2017
Skilak.Thomas.2021,name and units disagree,hydroclimate2k,WEB-6cc24-3a55-42ce-9195-f8fd0,age,yr ad,6498,-361.3,2012.9
Skilak.Thomas.2021,name and units disagree,hydroclimate2k,WEB-7c35e-5084-4646-b442-d192e,age,yr ad,2274,-361,1912
SouthernCentralEngland.Wilson.2013,name and units disagree,NA,RyrQZOIrqyIZ94qKA,age,yr ad,1060,950,2009
SouthernFinland.Helama.2009,name and units disagree,NA,RQIfTRL1g2ABc47Fh,age,yr ad,1334,660,1993
SouthernManitoba.StGeorge.2009,name and units disagree,NA,R56n76UetfWfnt3pk,age,yr ad,222,1783,2004
SouthernMoravia.Büntgen.2011,name and units disagree,NA,RcSNfJpcpYnSwddQ2,age,yr ad,508,1500,2007
Squanga.Lasher.2021,name and units disagree,NA,RWulkyLRLv8PQtyEr,age,yr ad,580,-8915.1,2002
Suceava.Roibu.2026,name and units disagree,NA,RV7fj6CZ66EmsdgNO,age,yr ad,804,1216,2019
Switzerland.Kress.2014,name and units disagree,NA,RKOHSnzWpBZcXPfqy,age,yr ad,1205,800,2004
Thomas.Pluto.2020,name and units disagree,HoloceneAbruptChange; NAm21k-noPollen; RapidArcticWarming,WEBfaa76726,age,yr ad,23,1577,9405
Track,name and units disagree,hydroclimate2k,missRsxVqQPbNLDgxaBMs,age,yr ad,217,-3703.7,2007
TropicalChinaReachesD.Wang.2018,name and units disagree,NA,RV2pJQTxBhiPzvXCC,age,yr ad,268,1644,1911
Tucuman.Prieto.2000,name and units disagree,NA,Rkpr58mlcBWviDPjG,age,yr ad,458,1549,2006
Twelvemile.Anderson.2018,name and units disagree,NA,RVRnD6NLjOLhcptqK,age,yr ad,72,1170.6,2006.5
UpperRhineValley.Tegel.2020,name and units disagree,NA,RfkpwXNmfgVYOkRaE,age,yr ad,1753,265,2017
Wallywash.Holmes.2023,name and units disagree,hydroclimate2k,WEB-dee79-d29b-40eb-bc41-80009,age,yr ad,164,166,2012
WatChan.Buckley.1995,name and units disagree,NA,WEB-89221-89b9-4749-8ffe-e0ad2,age,yr ad,355,1650,2004
WesternMediterranean.Camuffo.2010,name and units disagree,NA,R7XnWltSzntsBCvsi,age,yr ad,301,1500,1800
WiangHaeng.Nguyen.2021,name and units disagree,NA,WEB-047da-873e-4989-9681-1b546,age,yr ad,209,1792,2000
YangtzeRiverPlainReachesC.Wang.2018,name and units disagree,NA,Rms3VmFLm1jPPVDmi,age,yr ad,268,1644,1911
YellowRiver.Jinbao.2019,name and units disagree,NA,RD6KFCbhYheV7PKZd,age,yr ad,1211,800,2010
YellowRiverPlainReachesB.Wang.2018,name and units disagree,NA,RhhbnpAkfi5vKKCMK,age,yr ad,268,1644,1911
Zafra.Fernandez-Fernandez.2015,name and units disagree,NA,RU3uHIkkEG90m4xVu,age,yr ad,90,1750,1839
31Lake.Eisner.1995,uncalibrated radiocarbon axis,HoloceneAbruptChange; HoloceneHydroclimate; RapidArcticWarming; Temp12k; Temp24k,M2Lt36mswwhP,age,yr 14c bp,32,667,5769
Abalone.Cole.1994,uncalibrated radiocarbon axis,HoloceneAbruptChange; HoloceneHydroclimate; Temp12k; Temp24k; wNAm,M2Lrrjfkw95P,age,yr 14c bp,32,-40,6113.9
Atocas.Gauthier.1981,uncalibrated radiocarbon axis,HoloceneAbruptChange; Temp12k; Temp24k,M2Lrl81hisxP,age,yr 14c bp,41,0,11977
Axe.McAndrews.No,uncalibrated radiocarbon axis,HoloceneAbruptChange,M2L4pdhb0l6P,age,yr 14c bp,32,-15,11159
BI2Lake.Gajewski.1992,uncalibrated radiocarbon axis,HoloceneAbruptChange; HoloceneHydroclimate; lipdverseTest; RapidArcticWarming; Temp12k; Temp24k,M2Lbyq9f697P,age,yr 14c bp,43,-42,7791
BN7Lake.Gajewski.1991,uncalibrated radiocarbon axis,HoloceneAbruptChange; HoloceneHydroclimate; RapidArcticWarming; Temp12k; Temp24k,M2L5l1edrluP,age,yr 14c bp,22,-39,6737
BanksIsland-12.Gajewski.2000,uncalibrated radiocarbon axis,HoloceneAbruptChange; RapidArcticWarming; Temp12k; Temp24k; wNAm,M2Lx1vtz5ugP,age,yr 14c bp,33,175,10183
BanksIsland-15.Gajewski.2000,uncalibrated radiocarbon axis,HoloceneAbruptChange; HoloceneHydroclimate; RapidArcticWarming; Temp12k; Temp24k; wNAm,M2L4m52ddxoP,age,yr 14c bp,62,14,10183
BanksIsland74MS11.Gajewski.2000,uncalibrated radiocarbon axis,HoloceneAbruptChange; RapidArcticWarming,M2LeybmmpfaP,age,yr 14c bp,55,-50,10183
Bastien.Bennett.1987,uncalibrated radiocarbon axis,HoloceneAbruptChange; HoloceneHydroclimate; Temp12k; Temp24k,M2Ll5iri891P,age,yr 14c bp,67,0,10833
BattleGround.Whitlock.1985,uncalibrated radiocarbon axis,HoloceneAbruptChange; HoloceneHydroclimate; Temp12k; Temp24k; wNAm,M2L2zn9xpz0P,age,yr 14c bp,105,-30,23850.6
BearBog.McAndrews.1992,uncalibrated radiocarbon axis,HoloceneAbruptChange,M2Lzx1ci6btP,age,yr 14c bp,19,4076,11127
Beaverhouse.Ritchie.1976,uncalibrated radiocarbon axis,HoloceneAbruptChange; HoloceneHydroclimate; Temp12k; Temp24k,M2Lhh3f6zy9P,age,yr 14c bp,53,-25,10183
BeefPasture.Petersen.1985,uncalibrated radiocarbon axis,HoloceneAbruptChange; HoloceneHydroclimate; Temp12k; Temp24k; wNAm,M2Lf7f4rkjiP,age,yr 14c bp,91,0,6025.2
Berry.Whitehead.1979,uncalibrated radiocarbon axis,HoloceneAbruptChange; HoloceneHydroclimate; Temp12k; Temp24k,M2Lwqb1vjlqP,age,yr 14c bp,42,40,14433
Billys.Jacobson.1975,uncalibrated radiocarbon axis,HoloceneAbruptChange; Temp12k; Temp24k,M2Lu86k8bo4P,age,yr 14c bp,77,0,11474.4
BlueMoundsCreek.Davis.1977,uncalibrated radiocarbon axis,HoloceneAbruptChange,M2L3fps439fP,age,yr 14c bp,38,0,12104
BogD.McAndrews.1966,uncalibrated radiocarbon axis,HoloceneAbruptChange,M2Lhra7hay2P,age,yr 14c bp,46,-10,10888
Boone.White.1986,uncalibrated radiocarbon axis,HoloceneAbruptChange; HoloceneHydroclimate; RapidArcticWarming; Temp12k; Temp24k; wNAm,M2Lmb7d5pn7P,age,yr 14c bp,72,-28,13668
BorderBeacon.Lamb.1985,uncalibrated radiocarbon axis,HoloceneAbruptChange; HoloceneHydroclimate; RapidArcticWarming; Temp12k; Temp24k,M2Ldez8rf5fP,age,yr 14c bp,27,45,7732.7
BoundaryLake.Stravers.1981,uncalibrated radiocarbon axis,HoloceneAbruptChange; RapidArcticWarming,M2Lzjxtb7j0P,age,yr 14c bp,54,1825.3,8471.6
BoundaryPond.Mott.1977,uncalibrated radiocarbon axis,HoloceneAbruptChange; HoloceneHydroclimate; Temp12k; Temp24k,M2La2b74ugbP,age,yr 14c bp,56,0,12784.8
